Time (seconds since launch),Latitude (degrees),Longitude (degrees)
131315.904,-80.193,100.07
131378.112,-80.194,100.044
131436.864,-80.195,100.018
131497.344,-80.196,99.986
131556.096,-80.196,99.961
131612.256,-80.196,99.934
131675.328,-80.197,99.898
131740.128,-80.197,99.864
131798.88,-80.198,99.83
131857.632,-80.199,99.797
131918.976,-80.199,99.766
132039.936,-80.201,99.693
132101.28,-80.202,99.66
132132.384,-80.202,99.644
132219.648,-80.204,99.588
132282.72,-80.204,99.555
132339.744,-80.205,99.521
132401.088,-80.206,99.479
132464.16,-80.207,99.444
132532.416,-80.208,99.392
132564.384,-80.209,99.373
132656.832,-80.21,99.309
132719.04,-80.211,99.271
132783.84,-80.212,99.234
132845.184,-80.212,99.196
132908.256,-80.213,99.159
132971.328,-80.214,99.12
133035.264,-80.216,99.075
133089.696,-80.218,99.04
133150.176,-80.22,99.007
133213.248,-80.221,98.975
133272.864,-80.224,98.936
133303.104,-80.224,98.92
133360.128,-80.226,98.889
133451.712,-80.229,98.842
133513.056,-80.23,98.812
133571.808,-80.233,98.776
133632.288,-80.234,98.748
133689.312,-80.236,98.718
133753.248,-80.239,98.682
133812.864,-80.241,98.652
133870.752,-80.244,98.624
133931.232,-80.246,98.596
133988.256,-80.249,98.568
134052.192,-80.252,98.532
134140.32,-80.255,98.487
134199.072,-80.257,98.457
134260.416,-80.261,98.421
134320.896,-80.263,98.393
134378.784,-80.266,98.367
134410.752,-80.267,98.354
134472.96,-80.27,98.326
134561.088,-80.274,98.275
134620.704,-80.276,98.245
134680.32,-80.278,98.213
134740.8,-80.28,98.183
134800.416,-80.283,98.148
134864.352,-80.285,98.12
134921.376,-80.287,98.09
134980.992,-80.288,98.061
135039.744,-80.29,98.032
135102.816,-80.291,97.995
135159.84,-80.293,97.965
135221.184,-80.294,97.936
135281.664,-80.296,97.907
135342.144,-80.297,97.87
135373.248,-80.298,97.855
135442.368,-80.3,97.807
135534.816,-80.302,97.755
135597.888,-80.304,97.711
135660.96,-80.306,97.677
135723.168,-80.307,97.643
135785.376,-80.308,97.607
135846.72,-80.309,97.57
135909.792,-80.311,97.526
135972,-80.312,97.492
136033.344,-80.313,97.459
136092.96,-80.314,97.425
136153.44,-80.316,97.381
136181.952,-80.317,97.363
136270.944,-80.319,97.288
136333.152,-80.321,97.252
136396.224,-80.322,97.209
136458.432,-80.323,97.173
136520.64,-80.325,97.137
136582.848,-80.326,97.102
136637.28,-80.327,97.065
136702.08,-80.328,97.029
136763.424,-80.329,96.994
136827.36,-80.331,96.952
136856.736,-80.331,96.934
136952.64,-80.333,96.881
137013.984,-80.334,96.845
137075.328,-80.336,96.799
137133.216,-80.338,96.763
137161.728,-80.339,96.744
137224.8,-80.34,96.705
137320.704,-80.344,96.636
137503.008,-80.349,96.524
137561.76,-80.351,96.484
137618.784,-80.353,96.442
137678.4,-80.355,96.401
137740.608,-80.357,96.358
137797.632,-80.36,96.305
137859.84,-80.362,96.263
137920.32,-80.364,96.222
137979.072,-80.367,96.171
138037.824,-80.369,96.128
138099.168,-80.371,96.085
138129.408,-80.371,96.064
138218.4,-80.374,95.993
138279.744,-80.376,95.954
138339.36,-80.377,95.912
138397.248,-80.379,95.869
138458.592,-80.381,95.822
138519.936,-80.382,95.777
138582.144,-80.384,95.726
138666.816,-80.385,95.664
138729.024,-80.386,95.612
138790.368,-80.388,95.568
138847.392,-80.389,95.522
138907.872,-80.391,95.477
138970.08,-80.393,95.436
139029.696,-80.394,95.396
139091.04,-80.396,95.342
139148.064,-80.397,95.302
139209.408,-80.399,95.261
139269.888,-80.401,95.22
139327.776,-80.402,95.176
139389.984,-80.404,95.121
139420.224,-80.405,95.099
139509.216,-80.408,95.028
139568.832,-80.41,94.981
139630.176,-80.412,94.927
139683.744,-80.414,94.884
139746.816,-80.416,94.842
139809.888,-80.419,94.797
139868.64,-80.422,94.74
139929.12,-80.425,94.693
139989.6,-80.427,94.65
140050.08,-80.429,94.606
140080.32,-80.43,94.584
140197.824,-80.436,94.48
140379.264,-80.441,94.358
140439.744,-80.443,94.31
140497.632,-80.445,94.268
140558.112,-80.448,94.223
140620.32,-80.45,94.183
140679.072,-80.452,94.142
140738.688,-80.454,94.092
140800.032,-80.456,94.05
140859.648,-80.458,94.009
140919.264,-80.461,93.969
140948.64,-80.462,93.951
141037.632,-80.464,93.888
141099.84,-80.466,93.851
141166.368,-80.469,93.809
141225.12,-80.472,93.768
141255.36,-80.473,93.748
141312.384,-80.475,93.698
141403.104,-80.477,93.643
141465.312,-80.479,93.607
141524.064,-80.482,93.563
141551.712,-80.483,93.544
141609.6,-80.485,93.509
141703.776,-80.487,93.455
141733.152,-80.488,93.437
141822.144,-80.49,93.381
141912.864,-80.494,93.31
141971.616,-80.497,93.269
142032.96,-80.499,93.228
142095.168,-80.5,93.187
142125.408,-80.502,93.157
142211.808,-80.507,93.095
142274.016,-80.511,93.053
142331.04,-80.514,93.011
142394.112,-80.516,92.971
142424.352,-80.517,92.941
142568.64,-80.525,92.812
142629.984,-80.527,92.767
142693.056,-80.529,92.731
142756.128,-80.53,92.696
142818.336,-80.532,92.661
142881.408,-80.534,92.626
142945.344,-80.536,92.584
143008.416,-80.537,92.551
143100,-80.54,92.5
143253.792,-80.543,92.415
143316,-80.545,92.384
143378.208,-80.546,92.351
143468.064,-80.548,92.287
143531.136,-80.55,92.248
143624.448,-80.552,92.203
143686.656,-80.553,92.173
143717.76,-80.553,92.159
143781.696,-80.554,92.123
143843.904,-80.555,92.093
143875.872,-80.556,92.078
144053.856,-80.561,91.991
144084.96,-80.563,91.972
144148.032,-80.565,91.946
144210.24,-80.567,91.919
144273.312,-80.568,91.892
144336.384,-80.57,91.86
144397.728,-80.572,91.833
144459.936,-80.574,91.808
144523.008,-80.576,91.783
144586.08,-80.578,91.758
144648.288,-80.58,91.73
144709.632,-80.582,91.708
144772.704,-80.584,91.686
144834.912,-80.586,91.663
144897.984,-80.588,91.633
144960.192,-80.59,91.608
145022.4,-80.591,91.581
145084.608,-80.592,91.552
145146.816,-80.593,91.518
145209.024,-80.594,91.492
145272.096,-80.595,91.469
145334.304,-80.596,91.446
145392.192,-80.597,91.417
145422.432,-80.598,91.404
145511.424,-80.598,91.369
145570.176,-80.599,91.347
145630.656,-80.599,91.325
145692.864,-80.599,91.298
145811.232,-80.601,91.252
145873.44,-80.601,91.228
145933.056,-80.602,91.198
145963.296,-80.602,91.186
146048.832,-80.603,91.15
146111.904,-80.604,91.125
146174.976,-80.604,91.101
146257.92,-80.605,91.057
146289.888,-80.606,91.046
146380.608,-80.607,91.011
146411.712,-80.607,91
146473.056,-80.608,90.97
146536.128,-80.609,90.946
146624.256,-80.61,90.909
146684.736,-80.611,90.887
146741.76,-80.612,90.867
146802.24,-80.614,90.842
146865.312,-80.616,90.822
146924.064,-80.617,90.802
146982.816,-80.619,90.782
147045.888,-80.62,90.756
147076.992,-80.62,90.747
147163.392,-80.622,90.716
147224.736,-80.622,90.694
147286.08,-80.623,90.667
147343.968,-80.624,90.644
147400.992,-80.625,90.62
147463.2,-80.626,90.595
147525.408,-80.627,90.571
147580.704,-80.628,90.546
147611.808,-80.628,90.526
147703.392,-80.63,90.485
147733.632,-80.63,90.472
147822.624,-80.632,90.435
147884.832,-80.633,90.405
147970.368,-80.634,90.367
148027.392,-80.635,90.337
148089.6,-80.635,90.306
148150.08,-80.636,90.268
148328.064,-80.638,90.194
148685.76,-80.64,90.002
148835.232,-80.641,89.924
148984.704,-80.644,89.851
149196.384,-80.647,89.753
149226.624,-80.647,89.74
149496.192,-80.649,89.614
150369.696,-80.656,89.277
150463.008,-80.656,89.243
150526.08,-80.656,89.222
150558.048,-80.656,89.206
150645.312,-80.656,89.174
150708.384,-80.656,89.153
150738.624,-80.655,89.142
150888.096,-80.655,89.083
150950.304,-80.655,89.06
151013.376,-80.654,89.037
151073.856,-80.654,89.013
151136.064,-80.653,88.983
151199.136,-80.653,88.959
151322.688,-80.652,88.913
151446.24,-80.652,88.862
151508.448,-80.651,88.837
151569.792,-80.651,88.812
151631.136,-80.65,88.779
151693.344,-80.649,88.753
151733.952,-80.649,88.727
152228.16,-80.649,88.501
152286.912,-80.649,88.478
152318.88,-80.649,88.466
152470.08,-80.649,88.401
152533.152,-80.649,88.377
152565.12,-80.649,88.364
152658.432,-80.65,88.327
152780.256,-80.652,88.27
152837.28,-80.653,88.243
152900.352,-80.653,88.218
152963.424,-80.654,88.187
153087.84,-80.654,88.14
153150.048,-80.653,88.117
153212.256,-80.653,88.088
153302.976,-80.652,88.055
153414.432,-80.65,88.008
153474.048,-80.648,87.978
153505.152,-80.648,87.966
153588.96,-80.646,87.927
153619.2,-80.645,87.913
153713.376,-80.644,87.873
153818.784,-80.642,87.812
153881.856,-80.641,87.784
153944.064,-80.64,87.755
153999.36,-80.639,87.72
154062.432,-80.638,87.691
154092.672,-80.637,87.676
154178.208,-80.636,87.633
154331.136,-80.634,87.56
154393.344,-80.633,87.535
154456.416,-80.632,87.508
154518.624,-80.631,87.474
154579.968,-80.63,87.447
154638.72,-80.63,87.421
154701.792,-80.629,87.388
154732.896,-80.628,87.375
154825.344,-80.627,87.334
154888.416,-80.627,87.306
154980.864,-80.626,87.26
155043.936,-80.626,87.234
155107.008,-80.626,87.209
155170.08,-80.626,87.182
155231.424,-80.626,87.156
155293.632,-80.625,87.122
155356.704,-80.625,87.093
155418.912,-80.625,87.065
155481.984,-80.625,87.039
155513.952,-80.625,87.025
155577.024,-80.626,86.993
155671.2,-80.627,86.956
155734.272,-80.627,86.931
155765.376,-80.628,86.918
155854.368,-80.629,86.872
155884.608,-80.629,86.858
155930.4,-80.629,86.83
155991.744,-80.63,86.801
156102.336,-80.631,86.733
156133.44,-80.631,86.714
156281.184,-80.634,86.648
156343.392,-80.634,86.619
156405.6,-80.635,86.584
156468.672,-80.636,86.556
156531.744,-80.636,86.528
156593.952,-80.637,86.499
156656.16,-80.638,86.472
156771.936,-80.641,86.415
156803.04,-80.642,86.404
156898.08,-80.645,86.371
156960.288,-80.647,86.349
157023.36,-80.649,86.322
157084.704,-80.651,86.299
157146.912,-80.653,86.276
157209.984,-80.655,86.252
157273.056,-80.657,86.222
157336.128,-80.659,86.198
157366.368,-80.66,86.187
157429.44,-80.662,86.165
157491.648,-80.664,86.145
157553.856,-80.667,86.12
157585.824,-80.668,86.11
157680,-80.672,86.082
157738.752,-80.675,86.058
157800.96,-80.677,86.037
157849.344,-80.68,86.014
157942.656,-80.685,85.967
158005.728,-80.688,85.938
158067.936,-80.69,85.916
158130.144,-80.693,85.895
158162.112,-80.694,85.884
158253.696,-80.697,85.854
158284.8,-80.699,85.838
158347.008,-80.701,85.818
158378.976,-80.702,85.808
158473.152,-80.704,85.779
158535.36,-80.705,85.752
158598.432,-80.706,85.729
158660.64,-80.707,85.706
158722.848,-80.708,85.685
158804.064,-80.71,85.649
158852.448,-80.711,85.629
158922.432,-80.713,85.598
159040.8,-80.716,85.551
159072.768,-80.716,85.54
159134.976,-80.717,85.517
159228.288,-80.719,85.482
159289.632,-80.72,85.454
159352.704,-80.721,85.433
159415.776,-80.722,85.412
159509.952,-80.723,85.377
159573.024,-80.723,85.353
159604.128,-80.723,85.334
159667.2,-80.723,85.31
159757.92,-80.724,85.275
159789.024,-80.725,85.264
159883.2,-80.726,85.234
159960.096,-80.727,85.193
160023.168,-80.727,85.165
160086.24,-80.727,85.136
160148.448,-80.727,85.105
160210.656,-80.727,85.067
160242.624,-80.727,85.051
160304.832,-80.727,85.017
160367.904,-80.727,84.981
160430.976,-80.726,84.943
160492.32,-80.726,84.896
160555.392,-80.726,84.862
160617.6,-80.726,84.831
160680.672,-80.726,84.799
160742.88,-80.726,84.759
160805.952,-80.727,84.728
160837.056,-80.727,84.713
160927.776,-80.727,84.667
160958.88,-80.727,84.652
161021.952,-80.727,84.616
161109.216,-80.728,84.572
162097.632,-80.737,84.078
162128.736,-80.737,84.064
162190.944,-80.736,84.034
162285.12,-80.735,83.988
162462.24,-80.733,83.874
162586.656,-80.732,83.798
162649.728,-80.731,83.75
162712.8,-80.73,83.708
162743.904,-80.729,83.687
162838.08,-80.729,83.621
162900.288,-80.729,83.581
162961.632,-80.729,83.544
162993.6,-80.729,83.525
163087.776,-80.729,83.459
163118.88,-80.729,83.44
163181.952,-80.73,83.402
163245.024,-80.73,83.361
163308.096,-80.73,83.314
163340.064,-80.73,83.294
163452.384,-80.731,83.192
163513.728,-80.732,83.138
163576.8,-80.733,83.098
163671.84,-80.734,83.042
163733.184,-80.735,83.002
163764.288,-80.735,82.971
163857.6,-80.736,82.907
163982.88,-80.738,82.826
164045.952,-80.739,82.778
164077.92,-80.74,82.758
164171.232,-80.742,82.697
164244.672,-80.744,82.637
164307.744,-80.746,82.585
164428.704,-80.748,82.499
164491.776,-80.749,82.456
164768.256,-80.755,82.225
164917.728,-80.758,82.11
165070.656,-80.763,82.003
165194.208,-80.766,81.908
165290.976,-80.769,81.837
165388.608,-80.77,81.768
165451.68,-80.771,81.709
165482.784,-80.772,81.684
165576.096,-80.773,81.605
165639.168,-80.773,81.55
165702.24,-80.774,81.482
165764.448,-80.775,81.431
165826.656,-80.777,81.383
165857.76,-80.777,81.361
166066.848,-80.782,81.194
166098.816,-80.782,81.171
166192.128,-80.782,81.092
166255.2,-80.783,81.045
166318.272,-80.783,80.997
166349.376,-80.783,80.972
166412.448,-80.784,80.923
166565.376,-80.783,80.797
166694.976,-80.781,80.67
166758.048,-80.781,80.622
166821.12,-80.78,80.582
166853.088,-80.78,80.563
166915.296,-80.779,80.523
166978.368,-80.779,80.482
167041.44,-80.778,80.434
167121.792,-80.778,80.38
167184,-80.778,80.344
167271.264,-80.778,80.279
167353.344,-80.777,80.222
167411.232,-80.777,80.185
167443.2,-80.777,80.166
167509.728,-80.777,80.123
167647.968,-80.779,80.038
167711.04,-80.779,80.002
167774.976,-80.78,79.957
167838.048,-80.781,79.922
167900.256,-80.781,79.889
167963.328,-80.781,79.855
168026.4,-80.781,79.811
168087.744,-80.782,79.777
168118.848,-80.782,79.759
168213.024,-80.783,79.707
168271.776,-80.783,79.672
168333.984,-80.785,79.628
168397.056,-80.786,79.59
168517.152,-80.789,79.516
168580.224,-80.79,79.467
168643.296,-80.791,79.426
168704.64,-80.792,79.388
168767.712,-80.793,79.351
168830.784,-80.795,79.315
168892.992,-80.796,79.282
168955.2,-80.797,79.244
169018.272,-80.798,79.212
169079.616,-80.799,79.182
169142.688,-80.801,79.145
169173.792,-80.802,79.13
169299.072,-80.804,79.066
169362.144,-80.805,79.033
169394.112,-80.806,79.017
169487.424,-80.81,78.961
169546.176,-80.812,78.93
169605.792,-80.815,78.899
169694.784,-80.819,78.844
169755.264,-80.823,78.812
169786.368,-80.824,78.796
169877.952,-80.83,78.742
169936.704,-80.834,78.709
169996.32,-80.837,78.675
170057.664,-80.841,78.639
170119.008,-80.844,78.601
170175.168,-80.848,78.563
170235.648,-80.852,78.52
170296.128,-80.856,78.487
170355.744,-80.86,78.453
170386.848,-80.862,78.436
170478.432,-80.869,78.378
170538.048,-80.873,78.347
170596.8,-80.877,78.315
170657.28,-80.88,78.283
170716.896,-80.884,78.243
170748,-80.885,78.229
170834.4,-80.889,78.184
170896.608,-80.893,78.154
170957.952,-80.897,78.123
171041.76,-80.904,78.072
171102.24,-80.908,78.046
171133.344,-80.91,78.034
171225.792,-80.919,77.992
171288.864,-80.923,77.968
171347.616,-80.928,77.943
171376.992,-80.93,77.93
171465.984,-80.936,77.889
171528.192,-80.941,77.852
171580.896,-80.944,77.821
171643.104,-80.947,77.791
171706.176,-80.95,77.764
171760.608,-80.954,77.733
171823.68,-80.958,77.707
171887.616,-80.961,77.683
171947.232,-80.964,77.659
172007.712,-80.968,77.629
172069.92,-80.972,77.602
172124.352,-80.975,77.574
172188.288,-80.978,77.545
172247.904,-80.981,77.517
172310.112,-80.985,77.483
172369.728,-80.989,77.456
172430.208,-80.992,77.427
172489.824,-80.996,77.4
172550.304,-81,77.367
172607.328,-81.003,77.341
172666.944,-81.007,77.317
172730.016,-81.011,77.294
172817.28,-81.018,77.256
172849.248,-81.02,77.246
172939.968,-81.026,77.215
172997.856,-81.029,77.195
173045.376,-81.035,77.166
173077.344,-81.037,77.159
173167.2,-81.042,77.135
173230.272,-81.045,77.119
173291.616,-81.049,77.098
173353.824,-81.053,77.082
173416.896,-81.056,77.066
173479.104,-81.059,77.05
173542.176,-81.062,77.034
173574.144,-81.064,77.026
173637.216,-81.068,77.005
173699.424,-81.071,76.989
173792.736,-81.075,76.963
173823.84,-81.077,76.955
173915.424,-81.082,76.925
173944.8,-81.084,76.916
174013.056,-81.09,76.879
174076.128,-81.093,76.858
174138.336,-81.095,76.837
174199.68,-81.099,76.811
174287.808,-81.103,76.778
174312,-81.105,76.767
174371.616,-81.108,76.747
174459.744,-81.112,76.712
174523.68,-81.114,76.691
174583.296,-81.116,76.669
174638.592,-81.118,76.647
174700.8,-81.12,76.625
174763.008,-81.122,76.598
174826.08,-81.124,76.576
174889.152,-81.126,76.555
174952.224,-81.128,76.535
175014.432,-81.13,76.509
175076.64,-81.131,76.489
175139.712,-81.133,76.469
175201.056,-81.135,76.45
175264.128,-81.137,76.426
175327.2,-81.139,76.404
175389.408,-81.14,76.384
175421.376,-81.141,76.375
175482.72,-81.143,76.356
175545.792,-81.145,76.333
175608,-81.147,76.314
175671.072,-81.149,76.297
175734.144,-81.151,76.281
175765.248,-81.152,76.274
175872.384,-81.157,76.24
175929.408,-81.16,76.223
175991.616,-81.162,76.204
176054.688,-81.164,76.185
176084.928,-81.165,76.175
176155.776,-81.168,76.155
176186.88,-81.169,76.141
176305.248,-81.175,76.089
176368.32,-81.177,76.07
176428.8,-81.18,76.054
176460.768,-81.182,76.041
176523.84,-81.185,76.024
176586.912,-81.187,76.007
176649.12,-81.19,75.99
176712.192,-81.193,75.97
176775.264,-81.196,75.953
176838.336,-81.198,75.934
176897.952,-81.2,75.914
176960.16,-81.202,75.895
177019.776,-81.204,75.871
177081.984,-81.206,75.852
177113.088,-81.207,75.841
177196.032,-81.211,75.806
177228,-81.212,75.796
177321.312,-81.215,75.764
177352.416,-81.216,75.753
177531.264,-81.223,75.689
177592.608,-81.225,75.671
177619.392,-81.226,75.662
177710.112,-81.229,75.63
177830.208,-81.233,75.595
177889.824,-81.235,75.574
177952.896,-81.237,75.556
177984,-81.238,75.546
178068.672,-81.24,75.514
178131.744,-81.241,75.492
178221.6,-81.242,75.453
178278.624,-81.243,75.43
178371.936,-81.244,75.397
178430.688,-81.245,75.372
178489.44,-81.246,75.354
178549.92,-81.248,75.335
178612.128,-81.249,75.317
178672.608,-81.25,75.295
178732.224,-81.252,75.278
178790.976,-81.253,75.262
178852.32,-81.254,75.246
178910.208,-81.256,75.227
178969.824,-81.257,75.213
179032.032,-81.259,75.2
179121.024,-81.261,75.18
179180.64,-81.262,75.165
179241.984,-81.263,75.148
179300.736,-81.264,75.126
179358.624,-81.264,75.107
179419.104,-81.265,75.087
179481.312,-81.266,75.062
179597.088,-81.267,75.025
179658.432,-81.268,75.006
179720.64,-81.269,74.986
179782.848,-81.269,74.959
179840.736,-81.27,74.935
179902.08,-81.27,74.91
179963.424,-81.27,74.882
180021.312,-81.27,74.854
180050.688,-81.27,74.833
180142.272,-81.27,74.791
180203.616,-81.271,74.763
180259.776,-81.272,74.727
180322.848,-81.273,74.698
180385.92,-81.274,74.668
180442.944,-81.276,74.639
180503.424,-81.277,74.609
180563.04,-81.278,74.58
180652.896,-81.28,74.531
180682.272,-81.281,74.517
180772.992,-81.283,74.477
180834.336,-81.285,74.451
180863.712,-81.286,74.44
180950.976,-81.289,74.399
180982.08,-81.29,74.388
181064.16,-81.292,74.355
181127.232,-81.295,74.331
181159.2,-81.296,74.319
181253.376,-81.299,74.278
181312.128,-81.301,74.256
181370.88,-81.303,74.234
181433.088,-81.306,74.206
181490.976,-81.308,74.182
181550.592,-81.31,74.159
181689.696,-81.317,74.096
181752.768,-81.319,74.076
181814.112,-81.322,74.055
181877.184,-81.324,74.034
181909.152,-81.326,74.017
181972.224,-81.328,73.993
182034.432,-81.331,73.971
182094.048,-81.333,73.952
182153.664,-81.336,73.935
182214.144,-81.338,73.917
182303.136,-81.341,73.883
182363.616,-81.343,73.861
182393.856,-81.344,73.85
182482.848,-81.346,73.818
182540.736,-81.347,73.791
182603.808,-81.348,73.767
182710.08,-81.351,73.698
182892.384,-81.355,73.631
182953.728,-81.357,73.613
183015.936,-81.358,73.596
183076.416,-81.36,73.574
183138.624,-81.361,73.556
183200.832,-81.362,73.538
183238.848,-81.363,73.53
183301.056,-81.364,73.512
183395.232,-81.366,73.485
183458.304,-81.367,73.467
183519.648,-81.367,73.445
183582.72,-81.368,73.417
183645.792,-81.368,73.395
183707.136,-81.369,73.372
183773.664,-81.369,73.348
183835.008,-81.37,73.325
183866.976,-81.37,73.313
183930.048,-81.37,73.283
183991.392,-81.371,73.26
184055.328,-81.371,73.236
184116.672,-81.371,73.212
184178.88,-81.371,73.184
184241.088,-81.372,73.148
184304.16,-81.372,73.119
184366.368,-81.372,73.089
184429.44,-81.372,73.06
184491.648,-81.372,73.031
184552.992,-81.373,72.998
184616.928,-81.373,72.973
184648.032,-81.374,72.962
184735.296,-81.375,72.921
184796.64,-81.376,72.897
184827.744,-81.376,72.885
184915.008,-81.377,72.849
184977.216,-81.377,72.825
185037.696,-81.378,72.795
185096.448,-81.378,72.771
185158.656,-81.378,72.748
185217.408,-81.378,72.725
185274.432,-81.378,72.696
185334.048,-81.378,72.673
185427.36,-81.378,72.636
185455.872,-81.378,72.623
185544.864,-81.377,72.581
185576.832,-81.377,72.569
185666.688,-81.377,72.531
185725.44,-81.377,72.505
185785.92,-81.377,72.471
185848.128,-81.377,72.443
185907.744,-81.377,72.414
185936.256,-81.378,72.399
186026.112,-81.379,72.352
186083.136,-81.38,72.328
186143.616,-81.381,72.303
186176.448,-81.381,72.29
186267.168,-81.382,72.251
186326.784,-81.383,72.22
186387.264,-81.384,72.197
186446.88,-81.385,72.175
186507.36,-81.386,72.152
186536.736,-81.386,72.133
186624.864,-81.387,72.093
186687.936,-81.387,72.066
186745.824,-81.387,72.04
186807.168,-81.388,72.01
186867.648,-81.388,71.984
186928.128,-81.388,71.96
187017.984,-81.388,71.923
187075.008,-81.388,71.891
187138.08,-81.389,71.866
187197.696,-81.389,71.842
187258.176,-81.389,71.817
187407.648,-81.39,71.75
187498.368,-81.391,71.716
187557.12,-81.391,71.694
187615.872,-81.391,71.663
187677.216,-81.391,71.635
187736.832,-81.391,71.608
187918.272,-81.391,71.527
187977.888,-81.391,71.503
188039.232,-81.39,71.479
188098.848,-81.39,71.455
188156.736,-81.39,71.425
188213.76,-81.389,71.403
188276.832,-81.389,71.382
188334.72,-81.389,71.363
188425.44,-81.388,71.329
188455.68,-81.388,71.319
188517.024,-81.388,71.296
188606.016,-81.387,71.265
188695.872,-81.385,71.226
188783.136,-81.384,71.191
188815.104,-81.384,71.179
188876.448,-81.383,71.155
188967.168,-81.382,71.113
189026.784,-81.381,71.088
189087.264,-81.38,71.062
189145.152,-81.379,71.035
189205.632,-81.377,71.006
189329.184,-81.374,70.94
189387.072,-81.372,70.91
189444.96,-81.371,70.88
189508.032,-81.369,70.844
189624.672,-81.366,70.784
189679.968,-81.364,70.75
189743.04,-81.362,70.714
189805.248,-81.36,70.673
189868.32,-81.359,70.639
189927.072,-81.358,70.605
189986.688,-81.356,70.572
190048.032,-81.355,70.538
190137.888,-81.352,70.483
190196.64,-81.351,70.452
190257.12,-81.349,70.421
190309.824,-81.347,70.39
190372.032,-81.346,70.351
190435.104,-81.344,70.322
190498.176,-81.343,70.292
190618.272,-81.34,70.229
190675.296,-81.339,70.202
190734.912,-81.338,70.175
190795.392,-81.337,70.148
190855.008,-81.336,70.114
190914.624,-81.335,70.089
190977.696,-81.334,70.061
191037.312,-81.333,70.033
191096.064,-81.332,70.007
191155.68,-81.331,69.982
191217.888,-81.33,69.953
191275.776,-81.329,69.929
191335.392,-81.328,69.907
191395.872,-81.327,69.884
191458.08,-81.326,69.853
191545.344,-81.324,69.813
191605.824,-81.323,69.786
191668.032,-81.322,69.759
191725.92,-81.321,69.732
191787.264,-81.32,69.702
191818.368,-81.319,69.69
191904.768,-81.318,69.654
191966.112,-81.317,69.629
192026.592,-81.316,69.605
192086.208,-81.315,69.574
192143.232,-81.314,69.55
192203.712,-81.313,69.523
192297.888,-81.311,69.476
192385.152,-81.31,69.438
192443.904,-81.31,69.415
192505.248,-81.309,69.386
192564,-81.309,69.362
192625.344,-81.308,69.338
192685.824,-81.308,69.313
192747.168,-81.307,69.289
192806.784,-81.306,69.257
192864.672,-81.305,69.231
192926.016,-81.305,69.206
192983.904,-81.304,69.181
193076.352,-81.303,69.145
193136.832,-81.303,69.116
193255.2,-81.302,69.069
193317.408,-81.301,69.045
193372.704,-81.301,69.016
193434.912,-81.3,68.991
193498.848,-81.299,68.967
193560.192,-81.299,68.943
193620.672,-81.298,68.921
193681.152,-81.297,68.892
193738.176,-81.295,68.866
193801.248,-81.294,68.84
193861.728,-81.293,68.814
193921.344,-81.291,68.783
193981.824,-81.289,68.756
194039.712,-81.287,68.731
194100.192,-81.285,68.696
194162.4,-81.282,68.667
194222.88,-81.28,68.636
194279.04,-81.277,68.604
194340.384,-81.275,68.574
194369.76,-81.273,68.56
194461.344,-81.269,68.512
194522.688,-81.267,68.485
194551.2,-81.266,68.472
194641.056,-81.263,68.425
194702.4,-81.261,68.397
194731.776,-81.26,68.382
194851.008,-81.256,68.32
194912.352,-81.254,68.289
194972.832,-81.251,68.251
195029.856,-81.249,68.22
195090.336,-81.246,68.187
195153.408,-81.244,68.153
195182.784,-81.242,68.136
195270.048,-81.239,68.078
195333.12,-81.237,68.045
195391.872,-81.235,68.012
195450.624,-81.234,67.981
195509.376,-81.232,67.95
195570.72,-81.23,67.914
195632.928,-81.229,67.886
195691.68,-81.227,67.857
195752.16,-81.225,67.825
195811.776,-81.223,67.787
195868.8,-81.222,67.755
195930.144,-81.22,67.722
195994.08,-81.218,67.689
196022.592,-81.217,67.663
196082.208,-81.215,67.629
196172.064,-81.212,67.574
196201.44,-81.211,67.556
196290.432,-81.208,67.488
196380.288,-81.205,67.43
196439.904,-81.204,67.393
196502.112,-81.202,67.353
196561.728,-81.2,67.303
196622.208,-81.198,67.263
196679.232,-81.197,67.223
196739.712,-81.195,67.186
196800.192,-81.193,67.148
196860.672,-81.191,67.101
196922.88,-81.189,67.065
197042.112,-81.185,66.985
197101.728,-81.182,66.93
197163.936,-81.18,66.888
197221.824,-81.178,66.846
197281.44,-81.176,66.803
197341.92,-81.173,66.76
197403.264,-81.17,66.707
197462.88,-81.168,66.667
197523.36,-81.166,66.628
197582.976,-81.164,66.578
197640.864,-81.162,66.537
197703.072,-81.16,66.496
197733.312,-81.159,66.475
197822.304,-81.156,66.415
197912.16,-81.153,66.347
197972.64,-81.152,66.309
198033.12,-81.15,66.27
198091.872,-81.149,66.231
198150.624,-81.147,66.183
198209.376,-81.146,66.147
198269.856,-81.145,66.11
198330.336,-81.143,66.072
198393.408,-81.142,66.031
198479.808,-81.139,65.962
198568.8,-81.138,65.906
198628.416,-81.137,65.868
198689.76,-81.135,65.823
198750.24,-81.134,65.785
198808.992,-81.133,65.745
198840.096,-81.132,65.724
198930.816,-81.13,65.66
198988.704,-81.128,65.606
199052.64,-81.127,65.563
199112.256,-81.126,65.519
199169.28,-81.124,65.475
199229.76,-81.122,65.419
199291.104,-81.121,65.372
199349.856,-81.119,65.327
199412.064,-81.117,65.281
199680.768,-81.11,65.064
199711.872,-81.109,65.043
199807.776,-81.106,64.972
199863.072,-81.105,64.932
