Time (seconds since launch),Latitude (degrees),Longitude (degrees)
0,-77.853,167.213
67.392,-77.854,167.216
127.872,-77.854,167.221
184.032,-77.841,167.239
261.792,-77.835,167.24
324.864,-77.828,167.237
383.616,-77.819,167.229
445.824,-77.812,167.222
497.664,-77.807,167.221
541.728,-77.804,167.224
610.848,-77.798,167.236
690.336,-77.792,167.242
750.816,-77.789,167.245
811.296,-77.784,167.261
870.048,-77.781,167.273
923.616,-77.777,167.288
967.68,-77.775,167.3
1026.432,-77.771,167.319
1168.128,-77.77,167.331
1232.928,-77.767,167.359
1294.272,-77.764,167.389
1363.392,-77.76,167.427
1425.6,-77.755,167.496
1486.08,-77.75,167.583
1525.824,-77.75,167.603
1609.632,-77.749,167.623
1669.248,-77.747,167.707
1722.816,-77.746,167.761
1765.152,-77.746,167.796
1833.408,-77.745,167.853
1857.6,-77.744,167.865
1975.104,-77.743,167.923
1984.608,-77.742,167.968
2120.256,-77.742,167.991
2172.096,-77.743,168.07
2244.672,-77.743,168.125
2297.376,-77.743,168.163
2369.952,-77.742,168.206
2489.184,-77.743,168.284
2574.72,-77.743,168.326
2663.712,-77.743,168.366
2712.96,-77.743,168.408
2783.808,-77.743,168.437
2854.656,-77.744,168.47
2903.904,-77.745,168.494
2971.296,-77.746,168.522
3021.408,-77.747,168.539
3246.912,-77.75,168.625
3314.304,-77.751,168.654
3413.664,-77.751,168.694
3467.232,-77.752,168.723
3532.896,-77.753,168.743
3652.128,-77.755,168.786
3724.704,-77.756,168.808
3792.096,-77.757,168.824
3860.352,-77.757,168.84
3943.296,-77.76,168.875
4002.048,-77.762,168.888
4061.664,-77.763,168.904
4123.008,-77.765,168.92
4212,-77.768,168.946
4273.344,-77.769,168.96
4333.824,-77.769,168.974
4393.44,-77.77,168.989
4453.92,-77.773,169.011
4512.672,-77.775,169.028
4573.152,-77.777,169.045
4632.768,-77.779,169.06
4693.248,-77.782,169.076
4752.864,-77.784,169.089
4811.616,-77.787,169.097
4872.96,-77.79,169.112
4933.44,-77.793,169.131
4992.192,-77.796,169.15
5052.672,-77.801,169.165
5112.288,-77.805,169.18
5172.768,-77.81,169.197
5230.656,-77.814,169.218
5292.864,-77.817,169.233
5351.616,-77.82,169.246
5412.096,-77.822,169.254
5470.848,-77.825,169.263
5533.056,-77.829,169.271
5594.4,-77.832,169.281
5652.288,-77.836,169.293
5742.144,-77.843,169.315
5802.624,-77.846,169.328
5862.24,-77.849,169.337
5920.992,-77.851,169.342
5952.096,-77.852,169.343
6020.352,-77.856,169.35
6079.968,-77.86,169.355
6169.824,-77.865,169.366
6231.168,-77.868,169.377
6289.056,-77.871,169.387
6351.264,-77.875,169.394
6410.88,-77.878,169.401
6471.36,-77.881,169.408
6530.976,-77.886,169.421
6590.592,-77.889,169.436
6650.208,-77.892,169.448
6710.688,-77.895,169.458
6771.168,-77.899,169.474
6830.784,-77.901,169.486
6891.264,-77.903,169.495
6950.016,-77.905,169.499
7012.224,-77.908,169.507
7070.976,-77.91,169.518
7129.728,-77.911,169.531
7191.072,-77.913,169.539
7250.688,-77.915,169.546
7312.032,-77.917,169.553
7370.784,-77.919,169.561
7431.264,-77.922,169.57
7490.88,-77.924,169.572
7551.36,-77.926,169.575
7611.84,-77.93,169.584
7700.832,-77.933,169.599
7762.176,-77.934,169.607
7820.928,-77.935,169.612
7881.408,-77.936,169.612
7941.888,-77.939,169.612
8000.64,-77.94,169.611
8061.984,-77.941,169.61
8120.736,-77.942,169.608
8180.352,-77.944,169.606
8241.696,-77.946,169.604
8300.448,-77.949,169.603
8361.792,-77.95,169.602
8417.088,-77.951,169.599
8449.056,-77.953,169.6
8538.912,-77.958,169.608
8597.664,-77.961,169.611
8628.768,-77.962,169.613
8717.76,-77.964,169.609
8779.104,-77.967,169.605
8837.856,-77.969,169.607
8898.336,-77.971,169.608
8958.816,-77.974,169.604
9018.432,-77.977,169.6
9109.152,-77.979,169.598
9167.904,-77.98,169.597
9229.248,-77.983,169.595
9288.864,-77.986,169.597
9347.616,-77.988,169.596
9378.72,-77.989,169.594
9467.712,-77.992,169.585
9529.92,-77.995,169.578
9588.672,-77.997,169.573
9649.152,-77.999,169.572
9709.632,-78.001,169.567
9768.384,-78.002,169.561
9829.728,-78.003,169.555
9887.616,-78.004,169.549
9948.096,-78.006,169.544
9979.2,-78.007,169.542
10069.056,-78.009,169.523
10130.4,-78.011,169.514
10189.152,-78.012,169.505
10248.768,-78.012,169.491
10309.248,-78.013,169.481
10368.864,-78.013,169.471
10429.344,-78.014,169.46
10488.96,-78.015,169.445
10577.952,-78.017,169.423
10639.296,-78.019,169.402
10698.912,-78.022,169.383
10761.12,-78.024,169.368
10818.144,-78.026,169.352
10880.352,-78.028,169.341
10938.24,-78.03,169.328
10998.72,-78.031,169.314
11060.064,-78.033,169.295
11117.952,-78.033,169.279
11149.056,-78.033,169.271
11238.912,-78.034,169.244
11299.392,-78.035,169.227
11359.008,-78.036,169.209
11388.384,-78.037,169.2
11479.968,-78.04,169.17
11537.856,-78.042,169.154
11600.064,-78.044,169.136
11658.816,-78.044,169.119
11689.92,-78.045,169.111
11747.808,-78.045,169.091
11840.256,-78.046,169.065
11899.008,-78.046,169.048
11958.624,-78.047,169.028
12019.968,-78.048,169.008
12080.448,-78.048,168.989
12141.792,-78.049,168.97
12204.864,-78.049,168.951
12267.072,-78.05,168.931
12331.008,-78.05,168.905
12392.352,-78.051,168.882
12456.288,-78.051,168.86
12519.36,-78.051,168.838
12579.84,-78.05,168.808
12642.912,-78.049,168.781
12705.984,-78.049,168.755
12769.056,-78.05,168.73
12830.4,-78.051,168.71
12892.608,-78.052,168.689
12957.408,-78.052,168.67
13017.888,-78.053,168.651
13081.824,-78.053,168.629
13144.032,-78.054,168.596
13201.92,-78.054,168.571
13265.856,-78.056,168.545
13327.2,-78.057,168.522
13390.272,-78.059,168.496
13453.344,-78.06,168.473
13513.824,-78.06,168.45
13545.792,-78.06,168.439
13608.864,-78.059,168.416
13695.264,-78.059,168.375
13756.608,-78.059,168.352
13789.44,-78.06,168.341
13879.296,-78.063,168.307
13939.776,-78.064,168.289
13999.392,-78.065,168.272
14059.008,-78.064,168.245
14120.352,-78.062,168.219
14181.696,-78.06,168.192
14242.176,-78.058,168.166
14300.928,-78.056,168.139
14359.68,-78.054,168.11
14420.16,-78.053,168.075
14482.368,-78.052,168.044
14541.12,-78.052,168.013
14599.008,-78.053,167.98
14653.44,-78.053,167.939
14738.112,-78.053,167.891
14794.272,-78.052,167.86
14848.704,-78.051,167.828
14905.728,-78.05,167.785
14961.888,-78.049,167.753
15045.696,-78.049,167.707
15074.208,-78.049,167.689
15131.232,-78.052,167.639
15214.176,-78.055,167.576
15271.2,-78.057,167.533
15325.632,-78.058,167.493
15412.032,-78.061,167.427
15467.328,-78.062,167.393
15524.352,-78.063,167.361
15554.592,-78.063,167.346
15613.344,-78.066,167.312
15704.928,-78.069,167.275
15763.68,-78.072,167.251
15824.16,-78.073,167.226
15883.776,-78.075,167.192
15914.016,-78.076,167.178
16004.736,-78.077,167.132
16033.248,-78.077,167.115
16124.832,-78.079,167.066
16185.312,-78.08,167.026
16244.064,-78.08,166.992
16305.408,-78.081,166.955
16333.056,-78.081,166.936
16453.152,-78.081,166.842
16512.768,-78.081,166.794
16574.112,-78.081,166.745
16633.728,-78.082,166.693
16694.208,-78.082,166.628
16753.824,-78.084,166.575
16814.304,-78.086,166.52
16873.92,-78.09,166.466
16935.264,-78.094,166.399
16994.016,-78.099,166.346
17055.36,-78.103,166.294
17114.976,-78.11,166.238
17174.592,-78.115,166.201
17203.968,-78.118,166.185
17504.64,-78.148,166.029
17593.632,-78.153,166.003
17655.84,-78.157,165.985
17713.728,-78.161,165.972
17744.832,-78.162,165.965
17834.688,-78.166,165.947
17895.168,-78.168,165.924
17954.784,-78.168,165.896
18043.776,-78.167,165.837
18105.12,-78.167,165.802
18163.872,-78.166,165.762
18225.216,-78.165,165.726
18254.592,-78.165,165.705
18345.312,-78.165,165.636
18404.064,-78.165,165.573
18465.408,-78.165,165.521
18587.232,-78.166,165.419
18644.256,-78.167,165.375
18704.736,-78.169,165.335
18766.944,-78.172,165.285
18828.288,-78.175,165.243
18892.224,-78.178,165.203
18954.432,-78.181,165.156
19016.64,-78.185,165.121
19077.984,-78.188,165.087
19141.056,-78.191,165.055
19203.264,-78.195,165.013
19264.608,-78.197,164.98
19297.44,-78.198,164.963
19488.384,-78.208,164.839
19548.864,-78.211,164.807
19612.8,-78.214,164.774
19675.008,-78.217,164.741
19738.944,-78.22,164.71
19800.288,-78.223,164.672
19864.224,-78.226,164.641
19926.432,-78.228,164.61
19988.64,-78.231,164.576
20050.848,-78.233,164.533
20114.784,-78.235,164.499
20176.128,-78.238,164.467
20207.232,-78.239,164.45
20302.272,-78.242,164.393
20365.344,-78.244,164.359
20429.28,-78.246,164.323
20493.216,-78.248,164.289
20524.32,-78.25,164.272
20587.392,-78.252,164.238
20651.328,-78.255,164.197
20710.944,-78.257,164.165
20742.912,-78.258,164.149
20832.768,-78.262,164.102
20894.112,-78.264,164.062
20977.92,-78.267,164.014
21033.216,-78.269,163.982
21090.24,-78.272,163.943
21142.944,-78.273,163.908
21200.832,-78.275,163.874
21283.776,-78.278,163.824
21340.8,-78.28,163.784
21396.096,-78.282,163.752
21423.744,-78.283,163.736
21510.144,-78.286,163.686
21593.088,-78.288,163.635
21648.384,-78.29,163.594
21703.68,-78.292,163.562
21765.024,-78.293,163.529
21796.128,-78.294,163.513
21885.12,-78.297,163.454
21944.736,-78.298,163.419
22005.216,-78.299,163.386
22064.832,-78.301,163.347
22126.176,-78.302,163.315
22192.704,-78.304,163.279
22254.048,-78.305,163.245
22313.664,-78.306,163.213
22372.416,-78.308,163.173
22432.032,-78.31,163.142
22463.136,-78.311,163.127
22552.128,-78.314,163.08
22614.336,-78.316,163.04
22672.224,-78.318,163.006
22732.704,-78.32,162.973
22762.944,-78.32,162.958
22852.8,-78.323,162.911
22914.144,-78.325,162.878
22972.032,-78.327,162.839
23033.376,-78.329,162.807
23124.096,-78.332,162.759
23244.192,-78.337,162.688
23302.08,-78.338,162.655
23364.288,-78.34,162.622
23423.04,-78.342,162.588
23484.384,-78.344,162.547
23543.136,-78.346,162.517
23603.616,-78.348,162.485
23663.232,-78.35,162.444
23723.712,-78.351,162.408
23784.192,-78.353,162.374
23842.944,-78.354,162.343
23900.832,-78.356,162.31
23962.176,-78.358,162.269
24020.064,-78.36,162.235
24081.408,-78.362,162.201
24141.024,-78.363,162.166
24200.64,-78.366,162.127
24260.256,-78.368,162.096
24320.736,-78.37,162.068
24380.352,-78.372,162.039
24440.832,-78.374,162.008
24503.904,-78.377,161.971
24566.112,-78.379,161.941
24630.048,-78.382,161.909
24686.208,-78.384,161.874
24750.144,-78.386,161.842
24810.624,-78.388,161.81
24875.424,-78.389,161.778
24936.768,-78.391,161.738
24967.872,-78.392,161.723
25030.944,-78.394,161.689
25094.016,-78.396,161.657
25184.736,-78.399,161.599
25248.672,-78.4,161.566
25310.88,-78.402,161.533
25373.952,-78.403,161.501
25436.16,-78.406,161.463
25499.232,-78.407,161.431
25562.304,-78.409,161.398
25622.784,-78.411,161.364
25686.72,-78.413,161.332
25748.928,-78.416,161.294
25812,-78.417,161.264
25874.208,-78.419,161.235
25906.176,-78.42,161.221
25969.248,-78.423,161.183
26061.696,-78.426,161.136
26092.8,-78.427,161.121
26180.064,-78.43,161.074
26241.408,-78.432,161.037
26302.752,-78.434,161.008
26365.824,-78.436,160.981
26422.848,-78.438,160.953
26484.192,-78.44,160.916
26544.672,-78.443,160.884
26604.288,-78.445,160.854
26633.664,-78.446,160.84
26722.656,-78.449,160.797
26783.136,-78.451,160.769
26843.616,-78.453,160.735
26903.232,-78.456,160.706
26965.44,-78.458,160.677
27025.92,-78.46,160.648
27083.808,-78.463,160.611
27113.184,-78.464,160.597
27202.176,-78.467,160.553
27262.656,-78.469,160.524
27324,-78.472,160.495
27382.752,-78.474,160.458
27443.232,-78.477,160.427
27505.44,-78.479,160.397
27565.056,-78.481,160.367
27653.184,-78.485,160.317
27712.8,-78.487,160.288
27774.144,-78.489,160.259
27830.304,-78.492,160.23
27884.736,-78.494,160.201
27939.168,-78.498,160.163
27997.056,-78.5,160.134
28079.136,-78.503,160.089
28137.024,-78.506,160.051
28192.32,-78.508,160.02
28247.616,-78.51,159.989
28302.912,-78.513,159.959
28360.8,-78.515,159.921
28446.336,-78.518,159.876
28472.256,-78.519,159.861
28557.792,-78.523,159.816
28613.088,-78.526,159.778
28670.112,-78.528,159.748
28727.136,-78.531,159.717
28786.752,-78.533,159.688
28855.008,-78.536,159.654
28913.76,-78.54,159.617
28975.104,-78.542,159.587
29032.992,-78.544,159.558
29095.2,-78.546,159.53
29153.088,-78.549,159.494
29243.808,-78.552,159.449
29305.152,-78.554,159.419
29363.904,-78.556,159.381
29425.248,-78.558,159.349
29484,-78.56,159.319
29545.344,-78.562,159.289
29574.72,-78.563,159.274
29663.712,-78.567,159.221
29725.056,-78.569,159.19
29782.944,-78.571,159.159
29845.152,-78.573,159.128
29904.768,-78.576,159.091
29962.656,-78.578,159.062
29993.76,-78.579,159.046
30085.344,-78.582,159.001
30116.448,-78.583,158.986
30180.384,-78.586,158.949
30272.832,-78.59,158.902
30335.904,-78.592,158.871
30398.112,-78.594,158.841
30462.048,-78.597,158.81
30523.392,-78.6,158.771
30587.328,-78.602,158.741
30648.672,-78.604,158.713
30710.88,-78.606,158.685
30741.984,-78.607,158.664
30805.92,-78.61,158.636
30868.128,-78.612,158.607
30899.232,-78.613,158.592
30961.44,-78.615,158.562
31055.616,-78.619,158.51
31086.72,-78.62,158.496
31180.896,-78.624,158.453
31243.968,-78.626,158.424
31306.176,-78.63,158.388
31369.248,-78.632,158.361
31432.32,-78.635,158.333
31492.8,-78.637,158.305
31556.736,-78.64,158.27
31618.944,-78.642,158.242
31677.696,-78.644,158.215
31737.312,-78.646,158.185
31800.384,-78.649,158.149
31858.272,-78.652,158.118
31917.888,-78.654,158.09
31947.264,-78.655,158.076
32055.264,-78.659,158.018
32109.696,-78.661,157.982
32175.36,-78.664,157.951
32229.792,-78.667,157.923
32286.816,-78.669,157.896
32342.976,-78.672,157.861
32426.784,-78.676,157.819
32483.808,-78.679,157.791
32539.104,-78.682,157.765
32596.128,-78.685,157.733
32652.288,-78.688,157.708
32708.448,-78.691,157.682
32792.256,-78.695,157.645
32849.28,-78.699,157.613
32908.896,-78.701,157.588
32967.648,-78.704,157.563
33028.992,-78.707,157.538
33060.096,-78.71,157.518
33148.224,-78.714,157.48
33180.192,-78.716,157.466
33270.048,-78.72,157.428
33327.936,-78.724,157.396
33391.008,-78.727,157.371
33448.032,-78.73,157.344
33511.104,-78.733,157.317
33569.856,-78.735,157.29
33631.2,-78.739,157.257
33658.848,-78.74,157.243
33751.296,-78.744,157.203
33810.048,-78.746,157.177
33869.664,-78.749,157.143
33930.144,-78.751,157.115
33989.76,-78.754,157.087
34050.24,-78.756,157.06
34140.096,-78.761,157.013
34199.712,-78.764,156.986
34259.328,-78.766,156.959
34318.944,-78.769,156.932
34380.288,-78.772,156.899
34439.904,-78.775,156.873
34471.008,-78.776,156.86
34559.136,-78.78,156.819
34619.616,-78.783,156.785
34679.232,-78.785,156.759
34739.712,-78.787,156.731
34799.328,-78.79,156.702
34858.944,-78.792,156.673
34921.152,-78.795,156.645
34978.176,-78.797,156.61
35041.248,-78.8,156.582
35099.136,-78.802,156.554
35158.752,-78.805,156.518
35219.232,-78.807,156.49
35281.44,-78.809,156.461
35340.192,-78.811,156.433
35400.672,-78.813,156.397
35460.288,-78.815,156.368
35518.176,-78.817,156.338
35580.384,-78.819,156.31
35670.24,-78.821,156.275
35728.992,-78.823,156.233
35790.336,-78.825,156.205
35849.088,-78.827,156.177
35911.296,-78.83,156.141
35970.048,-78.832,156.11
36028.8,-78.833,156.081
36091.008,-78.835,156.051
36149.76,-78.836,156.022
36210.24,-78.838,155.986
36269.856,-78.84,155.956
36331.2,-78.842,155.928
36359.712,-78.843,155.914
36448.704,-78.845,155.866
36510.912,-78.847,155.837
36569.664,-78.849,155.811
36630.144,-78.85,155.783
36688.896,-78.852,155.748
36749.376,-78.854,155.72
36779.616,-78.855,155.706
36870.336,-78.857,155.664
36899.712,-78.858,155.651
36988.704,-78.861,155.603
37050.048,-78.862,155.576
37109.664,-78.864,155.551
37200.384,-78.868,155.508
37260,-78.87,155.484
37319.616,-78.872,155.46
37380.96,-78.875,155.436
37439.712,-78.877,155.406
37470.816,-78.879,155.394
37559.808,-78.882,155.359
37620.288,-78.884,155.336
37679.904,-78.887,155.306
37741.248,-78.889,155.282
37800.864,-78.891,155.257
37859.616,-78.894,155.232
37920.096,-78.896,155.206
38040.192,-78.901,155.15
38100.672,-78.903,155.124
38130.048,-78.904,155.111
38219.904,-78.907,155.065
38282.112,-78.909,155.038
38340,-78.911,155.012
38401.344,-78.913,154.986
38460.096,-78.915,154.959
38519.712,-78.917,154.926
38581.056,-78.919,154.899
38638.944,-78.92,154.871
38702.016,-78.922,154.843
38759.904,-78.923,154.813
38842.848,-78.925,154.766
38904.192,-78.926,154.736
38962.944,-78.928,154.705
39024.288,-78.929,154.676
39082.176,-78.931,154.639
39144.384,-78.932,154.609
39202.272,-78.933,154.581
39325.824,-78.936,154.514
39382.848,-78.937,154.484
39443.328,-78.938,154.455
39502.08,-78.939,154.417
39563.424,-78.94,154.385
39623.904,-78.941,154.353
39682.656,-78.942,154.321
39744,-78.943,154.29
39803.616,-78.944,154.252
39891.744,-78.945,154.205
39922.848,-78.945,154.19
40012.704,-78.946,154.142
40074.048,-78.948,154.1
40132.8,-78.949,154.067
40194.144,-78.95,154.035
40253.76,-78.951,154.002
40313.376,-78.952,153.963
40373.856,-78.953,153.932
40432.608,-78.954,153.9
40493.952,-78.955,153.869
40554.432,-78.956,153.836
40612.32,-78.958,153.805
40643.424,-78.959,153.782
40733.28,-78.961,153.737
40792.032,-78.962,153.707
40854.24,-78.963,153.678
40913.856,-78.965,153.642
40977.792,-78.966,153.612
41040,-78.967,153.582
41101.344,-78.969,153.552
41165.28,-78.97,153.522
41234.4,-78.971,153.482
41296.608,-78.972,153.453
41358.816,-78.974,153.424
41421.888,-78.975,153.385
41484.096,-78.976,153.352
41516.064,-78.976,153.337
41577.408,-78.977,153.305
41641.344,-78.978,153.274
41702.688,-78.979,153.236
41766.624,-78.98,153.205
41827.968,-78.981,153.175
41891.04,-78.983,153.144
41949.792,-78.984,153.108
42013.728,-78.986,153.077
42075.936,-78.987,153.047
42139.872,-78.988,153.016
42170.976,-78.989,152.993
42238.368,-78.992,152.932
42333.408,-78.995,152.884
42362.784,-78.995,152.868
42426.72,-78.996,152.838
42511.392,-78.998,152.787
42568.416,-79,152.756
42628.032,-79.001,152.726
42686.784,-79.002,152.697
42748.128,-79.004,152.66
42806.88,-79.005,152.631
42868.224,-79.006,152.603
42928.704,-79.007,152.574
42986.592,-79.008,152.539
43017.696,-79.008,152.525
43197.408,-79.012,152.434
43316.64,-79.014,152.374
43377.984,-79.015,152.342
43437.6,-79.016,152.312
43497.216,-79.017,152.277
43557.696,-79.018,152.249
43617.312,-79.018,152.221
43677.792,-79.019,152.184
43738.272,-79.02,152.153
43766.784,-79.021,152.138
43858.368,-79.022,152.093
43917.12,-79.023,152.063
43977.6,-79.025,152.026
44038.08,-79.026,151.997
44096.832,-79.027,151.967
44157.312,-79.028,151.937
44217.792,-79.029,151.907
44278.272,-79.031,151.868
44336.16,-79.033,151.838
44396.64,-79.034,151.808
44457.984,-79.036,151.778
44516.736,-79.037,151.748
44578.944,-79.038,151.709
44636.832,-79.039,151.678
44728.416,-79.041,151.631
44788.032,-79.042,151.601
44847.648,-79.044,151.563
44907.264,-79.045,151.532
44966.88,-79.046,151.501
45028.224,-79.048,151.463
45057.6,-79.049,151.448
45148.32,-79.051,151.4
45208.8,-79.052,151.37
45265.824,-79.054,151.333
45328.896,-79.055,151.302
45386.784,-79.056,151.269
45447.264,-79.058,151.238
45508.608,-79.059,151.207
45567.36,-79.061,151.17
45596.736,-79.061,151.155
45686.592,-79.063,151.109
45747.936,-79.064,151.078
45806.688,-79.066,151.039
45867.168,-79.067,151.008
45927.648,-79.069,150.978
45988.128,-79.07,150.947
46016.64,-79.07,150.931
46107.36,-79.073,150.878
46166.976,-79.074,150.849
46257.696,-79.075,150.818
46317.312,-79.077,150.772
46377.792,-79.079,150.735
46438.272,-79.08,150.704
46497.888,-79.082,150.672
46560.096,-79.083,150.64
46617.12,-79.084,150.606
46677.6,-79.085,150.566
46737.216,-79.085,150.533
46799.424,-79.086,150.499
46859.04,-79.087,150.465
46917.792,-79.087,150.423
46979.136,-79.088,150.39
47037.024,-79.088,150.358
47068.992,-79.089,150.341
47157.984,-79.09,150.281
47217.6,-79.09,150.246
47246.976,-79.09,150.23
47336.832,-79.091,150.181
47399.04,-79.091,150.14
47457.792,-79.092,150.107
47518.272,-79.093,150.074
47577.888,-79.093,150.041
47636.64,-79.094,150
47698.848,-79.094,149.967
47757.6,-79.095,149.934
47787.84,-79.095,149.917
47909.664,-79.096,149.839
47970.144,-79.097,149.805
48029.76,-79.097,149.768
48091.968,-79.098,149.732
48149.856,-79.098,149.697
48212.064,-79.099,149.654
48269.952,-79.1,149.618
48331.296,-79.1,149.583
48360.672,-79.1,149.565
48451.392,-79.102,149.502
48503.232,-79.102,149.476
48563.712,-79.102,149.431
48623.328,-79.103,149.394
48683.808,-79.103,149.358
48804.768,-79.103,149.274
48864.384,-79.103,149.237
48925.728,-79.103,149.199
48983.616,-79.103,149.16
49072.608,-79.102,149.092
49133.952,-79.101,149.054
49194.432,-79.101,149.016
49254.048,-79.1,148.977
49313.664,-79.099,148.93
49375.008,-79.099,148.889
49432.896,-79.098,148.85
49494.24,-79.097,148.811
49560.768,-79.097,148.76
49621.248,-79.096,148.721
49680.864,-79.096,148.683
49739.616,-79.095,148.643
49798.368,-79.095,148.604
49859.712,-79.094,148.555
49890.816,-79.094,148.535
49978.944,-79.094,148.475
50040.288,-79.093,148.436
50099.04,-79.092,148.386
50160.384,-79.092,148.346
50219.136,-79.091,148.304
50278.752,-79.09,148.264
50339.232,-79.09,148.225
50398.848,-79.09,148.186
50461.056,-79.089,148.138
50522.4,-79.088,148.1
50580.288,-79.088,148.061
50640.768,-79.087,148.014
50700.384,-79.087,147.976
50759.136,-79.087,147.937
50821.344,-79.087,147.9
50908.608,-79.087,147.835
50969.952,-79.086,147.799
50997.6,-79.086,147.78
51090.048,-79.086,147.723
51148.8,-79.086,147.675
51209.28,-79.086,147.637
51269.76,-79.086,147.6
51329.376,-79.086,147.561
51389.856,-79.086,147.514
51418.368,-79.086,147.495
51508.224,-79.085,147.438
51571.296,-79.085,147.399
51629.184,-79.085,147.349
51689.664,-79.085,147.308
51749.28,-79.085,147.268
51810.624,-79.085,147.23
51840,-79.085,147.211
51928.992,-79.085,147.145
51990.336,-79.085,147.106
52048.224,-79.085,147.068
52108.704,-79.085,147.029
52169.184,-79.086,146.979
52229.664,-79.086,146.939
52290.144,-79.086,146.899
52348.896,-79.086,146.848
52410.24,-79.086,146.805
52499.232,-79.087,146.741
52559.712,-79.087,146.7
52621.92,-79.088,146.65
52678.944,-79.089,146.608
52741.152,-79.09,146.567
52799.04,-79.091,146.525
52860.384,-79.092,146.483
52920.864,-79.093,146.431
52947.648,-79.094,146.411
53041.824,-79.096,146.348
53099.712,-79.097,146.308
53161.056,-79.099,146.259
53219.808,-79.1,146.218
53280.288,-79.102,146.175
53340.768,-79.103,146.135
53401.248,-79.104,146.095
53460.864,-79.106,146.056
53519.616,-79.107,146.007
53580.96,-79.108,145.969
53639.712,-79.109,145.929
53701.056,-79.111,145.882
53760.672,-79.112,145.843
53822.88,-79.113,145.803
53884.224,-79.114,145.761
53942.976,-79.116,145.711
54002.592,-79.117,145.671
54063.072,-79.118,145.63
54124.416,-79.12,145.589
54213.408,-79.122,145.519
54273.024,-79.123,145.479
54334.368,-79.125,145.44
54393.12,-79.126,145.4
54452.736,-79.127,145.349
54513.216,-79.128,145.307
54572.832,-79.129,145.265
54634.176,-79.131,145.225
54692.928,-79.132,145.184
54755.136,-79.133,145.142
54813.024,-79.135,145.092
54871.776,-79.136,145.053
54933.984,-79.138,145.015
54992.736,-79.139,144.976
55058.4,-79.141,144.927
55087.776,-79.142,144.907
55151.712,-79.144,144.869
55245.024,-79.146,144.809
55304.64,-79.148,144.761
55371.168,-79.149,144.723
55435.968,-79.15,144.684
55467.936,-79.151,144.665
55530.144,-79.152,144.617
55593.216,-79.153,144.58
55655.424,-79.154,144.543
55717.632,-79.155,144.498
55778.976,-79.156,144.461
55843.776,-79.157,144.422
55905.984,-79.158,144.386
55967.328,-79.16,144.349
56032.128,-79.161,144.304
56094.336,-79.162,144.266
56157.408,-79.163,144.229
56218.752,-79.164,144.193
56281.824,-79.165,144.148
56344.032,-79.166,144.111
56405.376,-79.167,144.074
56470.176,-79.168,144.037
56532.384,-79.169,143.99
56590.272,-79.17,143.954
56649.024,-79.171,143.917
56712.096,-79.172,143.881
56771.712,-79.173,143.846
56828.736,-79.175,143.801
56889.216,-79.176,143.763
56941.92,-79.177,143.725
57028.32,-79.179,143.669
57083.616,-79.18,143.632
57112.128,-79.181,143.603
57195.936,-79.183,143.547
57224.448,-79.183,143.528
57282.336,-79.184,143.49
57392.928,-79.187,143.407
57421.44,-79.188,143.387
57501.792,-79.189,143.333
57557.088,-79.191,143.295
57614.112,-79.192,143.258
57670.272,-79.194,143.213
57754.08,-79.196,143.159
57811.968,-79.197,143.122
57869.856,-79.198,143.076
57930.336,-79.2,143.04
57989.952,-79.201,143.004
58048.704,-79.203,142.967
58110.912,-79.205,142.921
58169.664,-79.207,142.884
58231.008,-79.209,142.847
58289.76,-79.211,142.81
58350.24,-79.213,142.763
58412.448,-79.215,142.724
58470.336,-79.217,142.687
58530.816,-79.219,142.649
58619.808,-79.223,142.58
58680.288,-79.225,142.54
58741.632,-79.227,142.5
58800.384,-79.23,142.46
58860,-79.232,142.42
58921.344,-79.235,142.371
58980.96,-79.237,142.332
59042.304,-79.239,142.293
59101.056,-79.241,142.255
59162.4,-79.245,142.206
59191.776,-79.246,142.187
59280.768,-79.251,142.13
59342.976,-79.254,142.094
59401.728,-79.258,142.048
59462.208,-79.262,142.011
59492.448,-79.264,141.992
59582.304,-79.269,141.937
59642.784,-79.272,141.9
59704.128,-79.276,141.857
59762.016,-79.279,141.821
59824.224,-79.283,141.785
59882.976,-79.286,141.748
59914.08,-79.287,141.729
60003.936,-79.292,141.665
60062.688,-79.295,141.628
60124.896,-79.298,141.59
60181.056,-79.302,141.544
60272.64,-79.306,141.49
60333.12,-79.309,141.453
60392.736,-79.312,141.414
60454.08,-79.315,141.376
60482.592,-79.317,141.357
60575.04,-79.323,141.29
60632.928,-79.326,141.253
60694.272,-79.33,141.216
60726.24,-79.331,141.197
60784.128,-79.336,141.149
60873.984,-79.341,141.092
60932.736,-79.344,141.053
60994.08,-79.349,141.006
61053.696,-79.352,140.968
61115.04,-79.356,140.929
61174.656,-79.359,140.89
61234.272,-79.363,140.843
61294.752,-79.366,140.804
61352.64,-79.37,140.764
61413.984,-79.373,140.721
61473.6,-79.378,140.668
61534.08,-79.382,140.624
61593.696,-79.385,140.582
61655.904,-79.389,140.538
61714.656,-79.393,140.482
61774.272,-79.397,140.438
61803.648,-79.399,140.417
61892.64,-79.404,140.355
61985.088,-79.411,140.282
62044.704,-79.414,140.239
62075.808,-79.416,140.217
62163.936,-79.421,140.154
62225.28,-79.426,140.102
62284.896,-79.429,140.058
62316,-79.431,140.037
62404.128,-79.436,139.973
62463.744,-79.441,139.92
62495.712,-79.442,139.898
