Time (seconds since launch),Latitude (degrees),Longitude (degrees),Altitude (km)
874897.632,-81.7,-179.479,38.1472561
874928.736,-81.699,-179.497,38.17439024
875017.728,-81.696,-179.552,38.15853659
875079.936,-81.693,-179.596,38.14573171
875109.312,-81.692,-179.614,38.18140243
875200.032,-81.688,-179.666,38.2277439
875257.92,-81.685,-179.713,38.22073171
875328.768,-81.682,-179.755,38.1679878
875386.656,-81.68,-179.79,38.1554878
875448,-81.677,-179.826,38.1972561
875477.376,-81.676,-179.844,38.23170732
875567.232,-81.671,-179.909,38.21341463
875627.712,-81.669,-179.943,38.18932927
875687.328,-81.666,-179.976,38.20914634
875747.808,-81.664,179.991,38.24939024
875807.424,-81.66,179.947,38.25030487
875867.04,-81.657,179.912,38.21890243
875926.656,-81.655,179.878,38.19542683
875986.272,-81.652,179.843,38.18993902
876017.376,-81.651,179.827,38.19664634
876106.368,-81.646,179.767,38.21829268
876165.984,-81.644,179.733,38.24268293
876228.192,-81.642,179.7,38.23628049
876286.08,-81.639,179.668,38.20762195
876347.424,-81.636,179.628,38.18353659
876407.04,-81.634,179.593,38.17652439
876466.656,-81.631,179.556,38.17134146
876558.24,-81.628,179.488,38.1777439
876617.856,-81.626,179.45,38.20823171
876676.608,-81.623,179.41,38.23414634
876738.816,-81.622,179.372,38.22682927
876796.704,-81.62,179.334,38.21371951
876858.048,-81.618,179.288,38.22835366
876917.664,-81.616,179.247,38.23780487
876978.144,-81.614,179.204,38.21189024
877037.76,-81.612,179.162,38.20365854
877097.376,-81.61,179.11,38.25182927
877158.72,-81.609,179.066,38.29176829
877218.336,-81.607,179.022,38.28323171
877276.224,-81.605,178.976,38.28993902
877338.432,-81.603,178.935,38.33445122
877398.048,-81.601,178.885,38.34756098
877456.8,-81.6,178.844,38.30457317
877518.144,-81.598,178.802,38.28628049
877576.032,-81.596,178.763,38.31981707
877638.24,-81.593,178.712,38.33536585
877696.128,-81.591,178.67,38.31158537
877756.608,-81.589,178.63,38.31341463
877818.816,-81.587,178.588,38.35182927
877876.704,-81.584,178.544,38.35670732
877938.048,-81.582,178.498,38.31402439
877965.696,-81.58,178.464,38.2972561
878076.288,-81.576,178.375,38.32560976
878139.36,-81.574,178.329,38.3304878
878197.248,-81.572,178.283,38.28170732
878256.864,-81.57,178.227,38.23353659
878318.208,-81.568,178.181,38.25487805
878346.72,-81.567,178.157,38.30914634
878438.304,-81.564,178.081,38.30518293
878497.056,-81.563,178.033,38.26493902
878559.264,-81.561,177.975,38.26859756
878618.88,-81.559,177.926,38.29573171
878679.36,-81.558,177.875,38.27591463
878737.248,-81.556,177.822,38.23993902
878798.592,-81.555,177.758,38.24634146
878859.936,-81.553,177.706,38.27073171
878917.824,-81.552,177.653,38.26890243
878979.168,-81.55,177.598,38.24512195
879037.92,-81.549,177.546,38.23384146
879126.912,-81.547,177.456,38.24237805
879189.12,-81.546,177.407,38.26219512
879248.736,-81.545,177.358,38.27042683
879306.624,-81.544,177.313,38.26859756
879368.832,-81.543,177.254,38.28628049
879426.72,-81.542,177.206,38.31676829
879489.792,-81.541,177.155,38.31890243
879547.68,-81.541,177.104,38.30853659
879608.16,-81.54,177.04,38.32591463
879667.776,-81.54,176.989,38.34390243
879727.392,-81.539,176.94,38.32317073
879787.872,-81.539,176.892,38.30365854
879848.352,-81.539,176.828,38.32652439
879907.104,-81.538,176.777,38.35213415
879969.312,-81.538,176.724,38.33993902
880028.064,-81.538,176.672,38.32682927
880087.68,-81.538,176.619,38.3527439
880149.024,-81.537,176.551,38.36189024
880207.776,-81.537,176.498,38.32073171
880276.896,-81.537,176.437,38.28109756
880334.784,-81.537,176.387,38.2847561
880396.128,-81.538,176.323,38.28170732
880455.744,-81.538,176.269,38.23871951
880517.088,-81.538,176.216,38.21402439
880574.976,-81.538,176.165,38.24634146
880636.32,-81.539,176.112,38.27743902
880695.072,-81.54,176.048,38.26768293
880757.28,-81.54,175.995,38.26615854
880840.224,-81.541,175.914,38.29359756
880899.84,-81.542,175.86,38.29542683
880930.08,-81.542,175.832,38.24542683
880988.832,-81.543,175.777,38.22317073
881140.032,-81.545,175.633,38.25853659
881199.648,-81.546,175.58,38.21676829
881260.992,-81.546,175.527,38.20335366
881291.232,-81.546,175.501,38.22713415
881381.088,-81.547,175.409,38.21920732
881439.84,-81.548,175.354,38.17652439
881501.184,-81.548,175.302,38.1652439
881561.664,-81.549,175.236,38.19054878
881621.28,-81.549,175.183,38.20823171
881650.656,-81.549,175.156,38.20945122
881742.24,-81.55,175.077,38.21829268
881769.888,-81.551,175.05,38.2304878
881860.608,-81.552,174.971,38.23079268
881921.952,-81.553,174.908,38.22439024
881980.704,-81.553,174.859,38.2222561
882041.184,-81.554,174.812,38.2222561
882101.664,-81.555,174.763,38.22926829
882161.28,-81.556,174.704,38.25182927
882221.76,-81.557,174.657,38.27317073
882310.752,-81.558,174.585,38.27408537
882371.232,-81.559,174.537,38.26859756
882431.712,-81.56,174.473,38.27621951
882493.056,-81.56,174.422,38.28719512
882550.944,-81.561,174.37,38.2945122
882611.424,-81.561,174.318,38.28170732
882671.04,-81.562,174.264,38.2554878
882732.384,-81.563,174.196,38.25365854
882792.864,-81.563,174.142,38.27835366
882850.752,-81.564,174.088,38.29786585
882912.96,-81.565,174.02,38.30823171
882970.848,-81.565,173.963,38.31402439
883001.952,-81.566,173.935,38.30060976
883090.944,-81.566,173.857,38.28384146
883152.288,-81.567,173.792,38.27896341
883211.04,-81.568,173.74,38.26737805
883270.656,-81.569,173.688,38.24939024
883330.272,-81.571,173.637,38.24603659
883391.616,-81.572,173.583,38.2402439
883421.856,-81.573,173.544,38.22560976
883511.712,-81.576,173.46,38.23414634
883630.944,-81.578,173.353,38.25213415
883691.424,-81.58,173.29,38.24481707
883750.176,-81.582,173.238,38.26067073
883840.896,-81.584,173.163,38.29268293
883902.24,-81.586,173.114,38.31585366
883962.72,-81.587,173.064,38.32103659
884081.088,-81.591,172.951,38.32164634
884143.296,-81.593,172.903,38.32530487
884259.936,-81.596,172.812,38.33353659
884318.688,-81.598,172.753,38.32957317
884380.896,-81.6,172.706,38.30762195
884439.648,-81.602,172.659,38.29237805
884500.128,-81.604,172.613,38.31006098
884562.336,-81.606,172.554,38.33841463
884621.088,-81.609,172.506,38.33506098
884682.432,-81.611,172.459,38.32042683
884741.184,-81.613,172.409,38.3277439
884803.392,-81.616,172.361,38.33993902
884861.28,-81.619,172.302,38.3152439
884922.624,-81.621,172.257,38.27743902
884982.24,-81.624,172.212,38.27957317
885040.128,-81.626,172.166,38.30853659
885102.336,-81.63,172.107,38.30457317
885129.984,-81.631,172.084,38.27713415
885192.192,-81.634,172.038,38.26128049
885281.184,-81.638,171.974,38.25792683
885340.8,-81.642,171.928,38.25396341
885432.384,-81.648,171.853,38.25396341
885491.136,-81.651,171.809,38.25853659
885550.752,-81.654,171.764,38.24359756
885612.096,-81.659,171.704,38.21189024
885671.712,-81.662,171.659,38.18841463
885731.328,-81.666,171.612,38.187
885790.944,-81.669,171.565,38.19481707
885849.696,-81.673,171.509,38.20518293
885911.904,-81.677,171.465,38.20396341
885972.384,-81.68,171.421,38.19420732
886031.136,-81.683,171.371,38
886089.024,-81.687,171.325,38.22164634
886150.368,-81.69,171.28,38.23079268
886209.984,-81.694,171.224,38.21280487
886269.6,-81.697,171.181,38.19420732
886330.08,-81.701,171.137,38
886388.832,-81.704,171.092,38.22682927
886451.04,-81.708,171.032,38.23567073
886508.928,-81.711,170.986,38.21280487
886571.136,-81.714,170.942,38.19420732
886629.888,-81.717,170.898,38.22378049
886690.368,-81.721,170.843,38.27621951
886750.848,-81.723,170.799,38.28231707
886809.6,-81.726,170.755,38.25426829
886870.08,-81.729,170.709,38.25762195
886960.8,-81.733,170.639,38.28719512
887021.28,-81.736,170.58,38.31097561
887080.032,-81.739,170.534,38.28536585
887139.648,-81.742,170.489,38.27347561
887259.744,-81.748,170.39,38.31981707
887320.224,-81.751,170.343,38.29908537
887379.84,-81.754,170.294,38.27652439
887440.32,-81.757,170.243,38.30243902
887499.072,-81.76,170.192,38.33780487
887558.688,-81.763,170.141,38.32926829
887620.896,-81.766,170.078,38.30518293
887682.24,-81.769,170.029,38.30335366
887741.856,-81.772,169.981,38.29207317
887799.744,-81.775,169.931,38.25853659
887830.848,-81.778,169.895,38.26067073
887892.192,-81.781,169.849,38.29786585
887982.048,-81.786,169.777,38.29359756
888040.8,-81.79,169.727,38.24329268
888100.416,-81.793,169.677,38.23384146
888161.76,-81.798,169.616,38.26981707
888219.648,-81.801,169.569,38.2722561
888282.72,-81.804,169.522,38.23536585
888340.608,-81.808,169.46,38.23231707
888431.328,-81.813,169.383,38.26402439
888491.808,-81.817,169.333,38.27286585
888521.184,-81.818,169.307,38.26737805
888611.04,-81.823,169.23,38.29603659
888670.656,-81.828,169.167,38.32042683
888731.136,-81.831,169.115,38.29847561
888793.344,-81.835,169.067,38.2695122
888850.368,-81.838,169.019,38.28658537
888909.984,-81.842,168.96,38.32347561
888972.192,-81.846,168.91,38.32347561
889030.944,-81.85,168.864,38.29542683
889091.424,-81.854,168.816,38.27987805
889151.04,-81.857,168.767,38.28658537
889210.656,-81.86,168.718,38.30030487
889272,-81.865,168.656,38.30914634
889330.752,-81.868,168.607,38.30304878
889392.096,-81.871,168.561,38.29573171
889450.848,-81.876,168.504,38.29420732
889513.92,-81.879,168.458,38.3027439
889570.944,-81.883,168.41,38.3179878
889600.32,-81.885,168.386,38.32195122
889692.768,-81.89,168.319,38.30304878
889750.656,-81.894,168.266,38.29359756
889810.272,-81.898,168.224,38.31768293
889871.616,-81.902,168.182,38.33567073
889960.608,-81.907,168.121,38.32073171
889990.848,-81.91,168.091,38.28170732
890141.184,-81.919,167.993,38.33628049
890200.8,-81.923,167.955,38.36493902
890261.28,-81.927,167.908,38.36737805
890290.656,-81.929,167.889,38.36402439
890381.376,-81.935,167.832,38.36402439
890500.608,-81.942,167.76,38.35640243
890561.952,-81.947,167.712,38.34420732
890591.328,-81.949,167.693,38.3304878
890682.048,-81.955,167.636,38.32134146
890802.144,-81.964,167.552,38.3554878
890860.896,-81.968,167.515,38.36707317
890891.136,-81.97,167.496,38.37347561
890981.856,-81.977,167.437,38.38445122
891011.232,-81.979,167.417,38.40335366
891101.088,-81.987,167.352,38.412
891162.432,-81.991,167.317,38.39268293
891221.184,-81.996,167.282,38.35792683
891283.392,-82.001,167.247,38.34908537
891341.28,-82.006,167.203,38.37591463
891401.76,-82.011,167.169,38.39756098
891463.104,-82.016,167.135,38.39176829
891491.616,-82.018,167.117,38.38109756
891586.656,-82.026,167.062,38.39512195
891647.136,-82.032,167.02,38.41829268
891678.24,-82.035,167.004,38.412
891768.96,-82.042,166.956,38.38506098
891857.952,-82.05,166.91,38.37439024
891916.704,-82.056,166.872,38.38658537
891947.808,-82.058,166.858,38.40121951
892036.8,-82.066,166.814,38.41310976
892097.28,-82.07,166.785,38.42743902
892157.76,-82.075,166.754,38.44085366
892215.648,-82.081,166.718,38.4402439
892277.856,-82.086,166.69,38.44573171
892335.744,-82.091,166.663,38.46981707
892399.68,-82.097,166.63,38.48384146
892425.6,-82.1,166.617,38.46890243
892486.08,-82.105,166.592,38.45213415
892577.664,-82.112,166.554,38.46737805
892639.008,-82.117,166.527,38.49908537
892669.248,-82.121,166.508,38.51402439
892759.104,-82.129,166.469,38.50640243
892818.72,-82.134,166.444,38.51432927
892880.928,-82.139,166.419,38.54573171
892939.68,-82.145,166.388,38.56219512
892998.432,-82.15,166.363,38.5402439
893058.912,-82.155,166.34,38.50853659
893117.664,-82.16,166.317,38.50426829
893179.008,-82.165,166.293,38.52530487
893240.352,-82.171,166.265,38.55579268
893269.728,-82.174,166.254,38.57195122
893360.448,-82.181,166.226,38.57256098
893449.44,-82.19,166.198,38.5679878
893509.056,-82.195,166.183,38.56859756
893570.4,-82.2,166.166,38.57408537
893629.152,-82.204,166.149,38.58445122
893659.392,-82.206,166.141,38.59634146
893742.336,-82.214,166.116,38.59756098
893802.816,-82.219,166.102,38.58932927
893863.296,-82.223,166.09,38.58292683
893922.048,-82.228,166.08,38.5902439
893981.664,-82.234,166.068,38.60945122
894042.144,-82.239,166.059,38.62865854
894101.76,-82.243,166.049,38.63231707
894168.288,-82.248,166.039,38.62408537
894227.904,-82.254,166.027,38.6195122
894288.384,-82.258,166.017,38.62317073
894348,-82.262,166.006,38.62317073
894409.344,-82.267,165.994,38.61829268
894467.232,-82.272,165.982,38.62073171
894526.848,-82.277,165.971,38.63109756
894587.328,-82.282,165.957,38.63719512
894647.808,-82.287,165.946,38.63506098
894707.424,-82.292,165.935,38.64207317
894767.04,-82.296,165.924,38.65914634
894828.384,-82.302,165.91,38.66920732
894915.648,-82.31,165.893,38.66310976
894976.992,-82.315,165.882,38.64573171
895036.608,-82.319,165.872,38.63780487
895097.952,-82.325,165.858,38.66128049
895158.432,-82.33,165.845,38.68506098
895186.944,-82.332,165.838,38.68628049
895276.8,-82.338,165.815,38.65914634
895337.28,-82.343,165.8,38.63353659
895396.032,-82.349,165.784,38.63445122
895457.376,-82.353,165.772,38.64664634
895517.856,-82.357,165.761,38.64847561
895574.88,-82.362,165.746,38.63871951
895695.84,-82.37,165.72,38.62957317
895757.184,-82.374,165.707,38.63109756
895815.936,-82.378,165.693,38.63231707
895874.688,-82.382,165.682,38.63932927
895965.408,-82.388,165.668,38.65518293
896055.264,-82.395,165.652,38.6570122
896114.88,-82.399,165.644,38.65060976
896175.36,-82.403,165.635,38.64878049
896235.84,-82.408,165.625,38.66859756
896324.832,-82.415,165.607,38.70335366
896384.448,-82.42,165.598,38.73018293
896445.792,-82.424,165.592,38.73262195
896475.168,-82.426,165.59,38.71219512
896566.752,-82.433,165.584,38.6972561
896626.368,-82.438,165.581,38.70731707
896685.984,-82.442,165.576,38.74359756
896747.328,-82.446,165.569,38.78445122
896805.216,-82.45,165.562,38.80365854
896865.696,-82.456,165.552,38.79085366
896925.312,-82.46,165.546,38.76128049
896985.792,-82.464,165.541,38.76006098
897045.408,-82.468,165.535,38.79695122
897103.296,-82.473,165.528,38.8402439
897163.776,-82.478,165.522,38.8554878
897224.256,-82.482,165.516,38.84207317
897282.144,-82.487,165.511,38.83810976
897344.352,-82.491,165.505,38.85579268
897402.24,-82.497,165.496,38.8929878
897464.448,-82.501,165.487,38.9347561
897523.2,-82.506,165.479,38.95304878
897582.816,-82.51,165.471,38.9445122
897644.16,-82.515,165.464,38.9320122
897733.152,-82.524,165.455,38.93719512
897792.768,-82.528,165.45,38.94664634
897854.112,-82.533,165.443,38.93628049
897913.728,-82.538,165.436,38.90792683
897973.344,-82.544,165.424,38.8972561
898032.96,-82.548,165.414,38.93536585
898094.304,-82.552,165.402,38.96890243
898125.408,-82.554,165.397,38.95579268
898214.4,-82.562,165.379,38.90579268
898273.152,-82.567,165.369,38.90487805
898333.632,-82.572,165.359,38.9597561
898401.024,-82.577,165.347,39.00914634
898460.64,-82.582,165.336,38.9945122
898519.392,-82.588,165.324,38.95243902
898580.736,-82.593,165.314,38.93292683
898638.624,-82.598,165.304,38.96280487
898700.832,-82.603,165.295,39.00365854
898760.448,-82.608,165.285,39.01585366
898819.2,-82.614,165.274,38.99969512
898940.16,-82.624,165.257,38.99115854
899002.368,-82.63,165.246,39.02042683
899061.12,-82.634,165.238,39.04847561
899120.736,-82.639,165.23,39.05945122
899180.352,-82.643,165.221,39.05670732
899208.864,-82.645,165.217,39.04207317
899301.312,-82.652,165.204,39.02713415
899360.928,-82.658,165.193,39.03384146
899419.68,-82.662,165.185,39.06097561
899502.624,-82.668,165.172,39.08658537
899563.968,-82.672,165.164,39.09390243
899622.72,-82.676,165.157,39.08993902
899683.2,-82.68,165.15,39.09237805
899742.816,-82.685,165.141,39.10823171
899802.432,-82.689,165.134,39.1222561
899862.048,-82.692,165.126,39.11615854
899923.392,-82.696,165.117,39.09756098
899983.008,-82.701,165.107,39.09512195
900042.624,-82.705,165.1,39.11920732
900103.968,-82.708,165.094,39.15304878
900161.856,-82.712,165.088,39.1652439
900224.064,-82.715,165.083,39.16128049
900251.712,-82.717,165.081,39.16128049
900345.024,-82.723,165.075,39.16676829
900372.672,-82.725,165.073,39.16737805
900469.44,-82.729,165.068,39.16402439
900527.328,-82.732,165.065,39.15823171
900586.08,-82.735,165.061,39.15518293
900645.696,-82.737,165.058,39.14786585
900707.04,-82.74,165.056,39.14756098
900764.928,-82.742,165.055,39.16402439
900853.92,-82.746,165.054,39.17621951
900885.024,-82.747,165.053,39.1652439
900974.88,-82.75,165.051,39.15579268
901033.632,-82.752,165.049,39.18719512
901093.248,-82.754,165.047,39.24146341
901153.728,-82.756,165.043,39.26646341
901215.072,-82.757,165.039,39.23932927
901272.096,-82.759,165.037,39.20060976
901334.304,-82.761,165.038,39.19908537
901392.192,-82.762,165.041,39.23079268
901423.296,-82.763,165.042,39.25396341
901514.016,-82.764,165.047,39.23079268
901573.632,-82.764,165.05,39.17317073
901634.112,-82.765,165.053,39.13292683
901693.728,-82.766,165.056,39.1445122
901753.344,-82.767,165.06,39.19573171
901812.96,-82.767,165.064,39.24054878
901874.304,-82.768,165.069,39.23871951
901933.92,-82.768,165.075,39.20060976
901992.672,-82.769,165.08,39.1722561
902053.152,-82.77,165.084,39.17012195
902115.36,-82.77,165.087,39.19420732
902143.008,-82.77,165.089,39.21829268
902262.24,-82.771,165.102,39.22103659
902322.72,-82.772,165.106,39.21341463
902352.96,-82.772,165.108,39.20670732
902441.952,-82.773,165.113,39.19664634
902503.296,-82.774,165.121,39.19573171
902562.048,-82.774,165.129,39.20213415
902623.392,-82.774,165.138,39.19481707
902683.008,-82.774,165.146,39.19176829
902742.624,-82.775,165.152,39.20365854
902803.104,-82.775,165.16,39.21615854
902864.448,-82.776,165.167,39.2277439
902923.2,-82.776,165.175,39.2320122
902985.408,-82.776,165.183,39.2472561
903044.16,-82.776,165.189,39.27896341
903102.912,-82.776,165.193,39.30426829
903164.256,-82.777,165.198,39.3027439
903223.872,-82.777,165.202,39.28323171
903284.352,-82.777,165.206,39.25823171
903343.968,-82.777,165.212,39.25640243
903402.72,-82.777,165.216,39.2972561
903464.064,-82.776,165.219,39.36006098
903523.68,-82.776,165.22,39.40030487
903584.16,-82.775,165.219,39.3945122
903643.776,-82.774,165.217,39.37195122
903674.016,-82.774,165.217,39.36371951
903763.872,-82.773,165.217,39.36676829
903793.248,-82.773,165.217,39.36615854
903913.344,-82.771,165.211,39.36493902
903944.448,-82.771,165.209,39.37073171
904034.304,-82.77,165.203,39.37347561
904093.056,-82.769,165.198,39.36280487
904155.264,-82.769,165.194,39.34390243
904212.288,-82.768,165.189,39.33597561
904276.224,-82.766,165.181,39.33323171
904334.976,-82.765,165.175,39.32073171
904393.728,-82.764,165.17,39.30457317
904455.072,-82.762,165.166,39.29237805
904513.824,-82.761,165.163,39.28445122
904575.168,-82.76,165.16,39.27743902
904633.92,-82.758,165.156,39.28506098
904694.4,-82.756,165.152,39.29969512
904754.016,-82.754,165.148,39.30060976
904822.272,-82.752,165.145,39.28902439
904881.888,-82.75,165.142,39.28231707
904939.776,-82.749,165.14,39.28170732
905001.984,-82.747,165.138,39.27591463
905060.736,-82.746,165.135,39.26067073
905121.216,-82.744,165.132,39.24939024
905181.696,-82.742,165.129,39.24969512
905241.312,-82.74,165.125,39.25091463
905301.792,-82.738,165.123,39.24573171
905361.408,-82.737,165.121,39.23689024
905421.888,-82.735,165.121,39.21981707
905480.64,-82.733,165.121,39.19420732
905541.12,-82.732,165.122,39.17835366
905601.6,-82.73,165.122,39.18719512
905750.208,-82.724,165.117,39.22134146
905782.176,-82.723,165.116,39.21189024
905812.416,-82.722,165.115,39.19268293
905902.272,-82.719,165.114,39.18018293
905991.264,-82.715,165.117,39.1804878
906022.368,-82.714,165.118,39.18810976
906112.224,-82.71,165.118,39.18841463
906140.736,-82.709,165.118,39.17469512
906201.216,-82.707,165.116,39.15457317
906290.208,-82.703,165.113,39.13292683
906349.824,-82.701,165.11,39.11890243
906411.168,-82.697,165.106,39.12591463
906470.784,-82.695,165.102,39.15426829
906531.264,-82.692,165.097,39.17347561
906591.744,-82.689,165.093,39.16432927
906649.632,-82.687,165.089,39.13536585
906711.84,-82.685,165.085,39.11128049
906830.208,-82.68,165.076,39.112
906892.416,-82.677,165.069,39.12682927
906952.896,-82.674,165.058,39.12621951
907010.784,-82.671,165.047,39.1054878
907071.264,-82.668,165.038,39.09176829
907132.608,-82.665,165.028,39.09756098
907191.36,-82.661,165.019,39.10457317
907252.704,-82.658,165.01,39.10579268
907341.696,-82.652,164.994,39.11463415
907402.176,-82.648,164.983,39.13963415
907462.656,-82.645,164.972,39.1570122
907523.136,-82.642,164.959,39.15304878
907581.024,-82.638,164.943,39.14085366
907644.096,-82.635,164.928,39.13871951
907701.12,-82.632,164.914,39.13932927
907761.6,-82.628,164.9,39.13932927
907822.08,-82.624,164.882,39.13932927
907881.696,-82.621,164.869,39.13262195
907943.04,-82.618,164.857,39.12896341
908001.792,-82.615,164.845,39.13018293
908063.136,-82.612,164.832,39.12
908121.888,-82.609,164.821,39.1195122
908182.368,-82.606,164.809,39.12743902
908242.848,-82.603,164.797,39.137
908300.736,-82.6,164.783,39.13292683
908362.944,-82.596,164.766,39.13018293
908423.424,-82.593,164.753,39.14603659
908482.176,-82.59,164.74,39.15914634
908541.792,-82.587,164.728,39.1527439
908602.272,-82.583,164.715,39.13902439
908661.888,-82.58,164.703,39.13414634
908722.368,-82.577,164.692,39.14573171
908781.984,-82.575,164.68,39.16859756
908870.976,-82.57,164.66,39.18567073
908933.184,-82.567,164.649,39.18414634
908991.936,-82.564,164.639,39.18109756
909023.04,-82.563,164.634,39.17804878
909112.896,-82.558,164.617,39.16585366
909170.784,-82.555,164.601,39.11981707
909232.992,-82.552,164.588,39.09634146
909291.744,-82.548,164.576,39.09786585
909353.088,-82.545,164.563,39.09390243
909412.704,-82.541,164.543,39.07530487
909443.808,-82.539,164.534,39.07164634
909532.8,-82.534,164.504,39.07621951
909590.688,-82.53,164.483,39.07103659
909652.896,-82.526,164.458,39.07743902
909713.376,-82.522,164.439,39.08506098
909767.808,-82.519,164.42,39.07987805
909829.152,-82.515,164.403,39.06585366
909888.768,-82.512,164.387,39.06493902
909949.248,-82.507,164.367,39.09085366
910008.864,-82.504,164.352,39.11280487
910071.072,-82.5,164.335,39.10365854
910129.824,-82.497,164.318,39.08932927
910189.44,-82.494,164.302,39.11189024
910279.296,-82.488,164.273,39.14390243
910338.912,-82.484,164.255,39.14207317
910399.392,-82.481,164.237,39.12073171
910459.872,-82.478,164.218,39.11615854
910518.624,-82.474,164.193,39.1222561
910579.968,-82.471,164.173,39.11189024
910638.72,-82.467,164.151,39.11646341
910699.2,-82.464,164.131,39.14054878
910758.816,-82.46,164.104,39.14847561
910819.296,-82.456,164.082,39.14085366
910879.776,-82.452,164.059,39.13993902
910937.664,-82.449,164.038,39.14603659
910999.872,-82.445,164.016,39.1429878
911028.384,-82.443,164.005,39.13780487
911118.24,-82.437,163.966,39.13567073
911180.448,-82.433,163.945,39.14329268
911238.336,-82.43,163.924,39.15030487
911298.816,-82.427,163.904,39.14969512
911329.056,-82.424,163.888,39.14756098
911418.912,-82.419,163.855,39.1429878
911480.256,-82.416,163.833,39.13871951
911539.008,-82.413,163.812,39.13536585
911598.624,-82.409,163.789,39.12530487
911659.104,-82.406,163.77,39.10762195
911718.72,-82.403,163.752,39.09054878
911805.12,-82.4,163.729,39.09359756
911865.6,-82.396,163.701,39.11036585
911926.08,-82.393,163.68,39.12560976
911985.696,-82.389,163.654,39.09176829
912044.448,-82.386,163.635,39.04664634
912104.928,-82.383,163.617,39.04664634
912165.408,-82.38,163.599,39.07378049
912225.024,-82.376,163.573,39.07195122
912284.64,-82.374,163.554,39.04054878
912404.736,-82.369,163.52,39.05304878
912465.216,-82.367,163.504,39.06890243
912524.832,-82.363,163.483,39.04573171
912585.312,-82.361,163.467,39.01554878
912645.792,-82.358,163.452,39.01737805
912675.168,-82.357,163.445,39.04573171
912771.072,-82.352,163.414,39.0554878
912830.688,-82.349,163.396,39.02439024
912891.168,-82.347,163.378,38.987
912950.784,-82.344,163.363,38.97317073
913011.264,-82.342,163.347,38.97682927
913070.88,-82.339,163.325,38.9902439
913129.632,-82.336,163.305,38.99878049
913191.84,-82.334,163.285,38.98932927
913252.32,-82.331,163.261,38.98018293
913280.832,-82.33,163.251,38.99634146
913372.416,-82.327,163.22,39.02256098
913401.792,-82.326,163.21,39.02256098
913522.752,-82.321,163.168,39.00487805
913582.368,-82.32,163.149,38.98993902
913641.984,-82.317,163.125,38.99207317
913703.328,-82.315,163.105,38.98140243
913762.08,-82.314,163.084,38.94146341
913821.696,-82.311,163.06,38.9179878
913882.176,-82.31,163.041,38.93719512
913940.928,-82.308,163.02,38.95731707
914003.136,-82.307,162.998,38.9402439
914061.888,-82.305,162.978,38.90731707
914123.232,-82.303,162.955,38.90670732
914181.984,-82.302,162.935,38.92591463
914240.736,-82.3,162.913,38.92652439
914302.944,-82.299,162.89,38.90304878
914359.104,-82.297,162.867,38.88231707
914416.992,-82.296,162.845,38.87
914479.2,-82.294,162.818,38.87804878
914537.952,-82.293,162.796,38.8847561
914598.432,-82.291,162.773,38.87804878
914658.048,-82.289,162.743,38.8652439
914746.176,-82.287,162.707,38.86067073
914778.144,-82.286,162.696,38.86067073
914867.136,-82.283,162.66,38.85457317
914926.752,-82.281,162.635,38.83841463
914986.368,-82.278,162.607,38.83384146
915047.712,-82.277,162.585,38.8320122
915077.952,-82.275,162.574,38.82042683
915167.808,-82.272,162.538,38.81128049
915225.696,-82.269,162.508,38.81646341
915286.176,-82.267,162.483,38.82042683
915316.416,-82.266,162.47,38.81890243
915414.048,-82.262,162.433,38.78902439
915475.392,-82.259,162.407,38.77103659
915533.28,-82.256,162.374,38.75243902
915596.352,-82.254,162.348,38.73780487
915654.24,-82.251,162.321,38.73902439
915713.856,-82.249,162.294,38.74786585
915772.608,-82.247,162.265,38.74603659
915833.952,-82.244,162.231,38.74573171
915895.296,-82.242,162.205,38.75060976
915952.32,-82.239,162.178,38.73963415
916007.616,-82.236,162.142,38.71189024
916067.232,-82.234,162.113,38.70060976
916126.848,-82.232,162.083,38.70152439
916188.192,-82.229,162.052,38.69359756
916218.432,-82.228,162.037,38.6804878
916336.8,-82.223,161.967,38.68231707
916398.144,-82.221,161.938,38.69573171
916456.896,-82.219,161.909,38.70426829
916519.104,-82.217,161.872,38.69939024
916577.856,-82.215,161.84,38.69786585
916636.608,-82.213,161.807,38.70823171
916697.952,-82.21,161.774,38.70945122
916756.704,-82.208,161.74,38.68810976
916818.912,-82.205,161.697,38.67560976
916877.664,-82.203,161.662,38.70030487
916938.144,-82.2,161.626,38.72530487
916997.76,-82.198,161.589,38.71737805
917057.376,-82.195,161.539,38.69603659
917118.72,-82.192,161.5,38.69634146
917179.2,-82.19,161.457,38.712
917207.712,-82.189,161.437,38.71432927
917298.432,-82.185,161.375,38.71371951
917358.048,-82.182,161.325,38.71158537
917417.664,-82.18,161.282,38.70792683
917478.144,-82.177,161.239,38.6972561
917537.76,-82.175,161.197,38.70518293
917599.104,-82.172,161.144,38.72
917656.992,-82.17,161.104,38.71768293
917718.336,-82.167,161.063,38.70182927
917778.816,-82.165,161.021,38.71402439
917867.808,-82.16,160.951,38.71981707
917898.048,-82.159,160.93,38.67896341
917988.768,-82.155,160.868,38.65335366
918048.384,-82.153,160.822,38.67012195
918108.864,-82.15,160.778,38.68323171
918256.608,-82.143,160.656,38.64085366
918349.056,-82.139,160.593,38.6320122
918408.672,-82.136,160.548,38.6070122
918468.288,-82.133,160.494,38.61097561
918527.904,-82.131,160.448,38.63231707
918588.384,-82.129,160.404,38.61646341
