Time (seconds since launch),Latitude (degrees),Longitude (degrees),Altitude (km)
0,-77.853,167.213,-0.01097561
67.392,-77.854,167.216,0.293292683
127.872,-77.854,167.221,0.211585366
184.032,-77.841,167.239,1.222256098
261.792,-77.835,167.24,1.559146341
324.864,-77.828,167.237,1.853353659
383.616,-77.819,167.229,2.20945122
445.824,-77.812,167.222,2.499085366
497.664,-77.807,167.221,2.77195122
541.728,-77.804,167.224,2.981707317
610.848,-77.798,167.236,3.263109756
690.336,-77.792,167.242,3.475609756
750.816,-77.789,167.245,3.59847561
811.296,-77.784,167.261,3.894207317
870.048,-77.781,167.273,4.112804878
923.616,-77.777,167.288,4.325609756
967.68,-77.775,167.3,4.468597561
1026.432,-77.771,167.319,4.657317073
1168.128,-77.77,167.331,4.729878049
1232.928,-77.767,167.359,4.83902439
1294.272,-77.764,167.389,4.983841463
1363.392,-77.76,167.427,5.193902439
1425.6,-77.755,167.496,5.555487805
1486.08,-77.75,167.583,5.978658537
1525.824,-77.75,167.603,6.078353659
1609.632,-77.749,167.623,6.17195122
1669.248,-77.747,167.707,6.593902439
1722.816,-77.746,167.761,6.858536585
1765.152,-77.746,167.796,7.017073171
1833.408,-77.745,167.853,7.27347561
1857.6,-77.744,167.865,7.327134146
1975.104,-77.743,167.923,7.568597561
1984.608,-77.742,167.968,7.761585366
2120.256,-77.742,167.991,8.006402439
2172.096,-77.743,168.07,8.209146341
2244.672,-77.743,168.125,8.430182927
2297.376,-77.743,168.163,8.576829268
2369.952,-77.742,168.206,8.722256098
2489.184,-77.743,168.284,8.733841463
2574.72,-77.743,168.326,8.917073171
2663.712,-77.743,168.366,9.119207317
2712.96,-77.743,168.408,9.191768293
2783.808,-77.743,168.437,9.182621951
2854.656,-77.744,168.47,9.341768293
2903.904,-77.745,168.494,9.484756098
2971.296,-77.746,168.522,9.611585366
3021.408,-77.747,168.539,9.676219512
3246.912,-77.75,168.625,10.05945122
3314.304,-77.751,168.654,10.09390243
3413.664,-77.751,168.694,10.15945122
3467.232,-77.752,168.723,10.3070122
3532.896,-77.753,168.743,10.46554878
3652.128,-77.755,168.786,10.74512195
3724.704,-77.756,168.808,10.80914634
3792.096,-77.757,168.824,10.90091463
3860.352,-77.757,168.84,11.27317073
3943.296,-77.76,168.875,11.41067073
4002.048,-77.762,168.888,11.51615854
4061.664,-77.763,168.904,11.58628049
4123.008,-77.765,168.92,11.60243902
4212,-77.768,168.946,11.72835366
4273.344,-77.769,168.96,11.86646341
4333.824,-77.769,168.974,12.00426829
4393.44,-77.77,168.989,12.19756098
4453.92,-77.773,169.011,12.31189024
4512.672,-77.775,169.028,12.39146341
4573.152,-77.777,169.045,12.47621951
4632.768,-77.779,169.06,12.57804878
4693.248,-77.782,169.076,12.71189024
4752.864,-77.784,169.089,12.85182927
4811.616,-77.787,169.097,12.95945122
4872.96,-77.79,169.112,13.0902439
4933.44,-77.793,169.131,13.16067073
4992.192,-77.796,169.15,13.25030487
5052.672,-77.801,169.165,13.34420732
5112.288,-77.805,169.18,13.42103659
5172.768,-77.81,169.197,13.53384146
5230.656,-77.814,169.218,13.61615854
5292.864,-77.817,169.233,13.69603659
5351.616,-77.82,169.246,13.82560976
5412.096,-77.822,169.254,13.97073171
5470.848,-77.825,169.263,14.10030487
5533.056,-77.829,169.271,14.30487805
5594.4,-77.832,169.281,14.40182927
5652.288,-77.836,169.293,14.5097561
5742.144,-77.843,169.315,14.64664634
5802.624,-77.846,169.328,14.7570122
5862.24,-77.849,169.337,14.91310976
5920.992,-77.851,169.342,15.09268293
5952.096,-77.852,169.343,15.22317073
6020.352,-77.856,169.35,15.37621951
6079.968,-77.86,169.355,15.4777439
6169.824,-77.865,169.366,15.61067073
6231.168,-77.868,169.377,15.737
6289.056,-77.871,169.387,15.94939024
6351.264,-77.875,169.394,16.07804878
6410.88,-77.878,169.401,16.15426829
6471.36,-77.881,169.408,16.22804878
6530.976,-77.886,169.421,16.41554878
6590.592,-77.889,169.436,16.5695122
6650.208,-77.892,169.448,16.69786585
6710.688,-77.895,169.458,16.82530487
6771.168,-77.899,169.474,16.92957317
6830.784,-77.901,169.486,17.01829268
6891.264,-77.903,169.495,17.14512195
6950.016,-77.905,169.499,17.27865854
7012.224,-77.908,169.507,17.41981707
7070.976,-77.91,169.518,17.55640243
7129.728,-77.911,169.531,17.72195122
7191.072,-77.913,169.539,17.8597561
7250.688,-77.915,169.546,17.98536585
7312.032,-77.917,169.553,18.0972561
7370.784,-77.919,169.561,18.20365854
7431.264,-77.922,169.57,18.35609756
7490.88,-77.924,169.572,18.48292683
7551.36,-77.926,169.575,18.58567073
7611.84,-77.93,169.584,18.76737805
7700.832,-77.933,169.599,19.00365854
7762.176,-77.934,169.607,19.10152439
7820.928,-77.935,169.612,19.18658537
7881.408,-77.936,169.612,19.3429878
7941.888,-77.939,169.612,19.53902439
8000.64,-77.94,169.611,19.72195122
8061.984,-77.941,169.61,19.81890243
8120.736,-77.942,169.608,19.97
8180.352,-77.944,169.606,20.07134146
8241.696,-77.946,169.604,20.22378049
8300.448,-77.949,169.603,20.36006098
8361.792,-77.95,169.602,20.56158537
8417.088,-77.951,169.599,20.77317073
8449.056,-77.953,169.6,21.02621951
8538.912,-77.958,169.608,21.06189024
8597.664,-77.961,169.611,21.08628049
8628.768,-77.962,169.613,21.12865854
8717.76,-77.964,169.609,21.46890243
8779.104,-77.967,169.605,21.66981707
8837.856,-77.969,169.607,21.90762195
8898.336,-77.971,169.608,21.96890243
8958.816,-77.974,169.604,22.1097561
9018.432,-77.977,169.6,22.21493902
9109.152,-77.979,169.598,22.48109756
9167.904,-77.98,169.597,22.67042683
9229.248,-77.983,169.595,22.8847561
9288.864,-77.986,169.597,23.02957317
9347.616,-77.988,169.596,23.17713415
9378.72,-77.989,169.594,23.24786585
9467.712,-77.992,169.585,23.47926829
9529.92,-77.995,169.578,23.61615854
9588.672,-77.997,169.573,23.77103659
9649.152,-77.999,169.572,23.92286585
9709.632,-78.001,169.567,24.09939024
9768.384,-78.002,169.561,24.23689024
9829.728,-78.003,169.555,24.37835366
9887.616,-78.004,169.549,24.55426829
9948.096,-78.006,169.544,24.7570122
9979.2,-78.007,169.542,24.85914634
10069.056,-78.009,169.523,25.1554878
10130.4,-78.011,169.514,25.27042683
10189.152,-78.012,169.505,25.41676829
10248.768,-78.012,169.491,25.57439024
10309.248,-78.013,169.481,25.73170732
10368.864,-78.013,169.471,25.91280487
10429.344,-78.014,169.46,26.07012195
10488.96,-78.015,169.445,26.2222561
10577.952,-78.017,169.423,26.44146341
10639.296,-78.019,169.402,26.63810976
10698.912,-78.022,169.383,26.78323171
10761.12,-78.024,169.368,26.88993902
10818.144,-78.026,169.352,27.01493902
10880.352,-78.028,169.341,27.14359756
10938.24,-78.03,169.328,27.30609756
10998.72,-78.031,169.314,27.53963415
11060.064,-78.033,169.295,27.66067073
11117.952,-78.033,169.279,27.77865854
11149.056,-78.033,169.271,27.8429878
11238.912,-78.034,169.244,28.10426829
11299.392,-78.035,169.227,28.24939024
11359.008,-78.036,169.209,28.412
11388.384,-78.037,169.2,28.42256098
11479.968,-78.04,169.17,28.6195122
11537.856,-78.042,169.154,28.7527439
11600.064,-78.044,169.136,28.90152439
11658.816,-78.044,169.119,29.06128049
11689.92,-78.045,169.111,29.26920732
11747.808,-78.045,169.091,29.30579268
11840.256,-78.046,169.065,29.49542683
11899.008,-78.046,169.048,29.62408537
11958.624,-78.047,169.028,29.75243902
12019.968,-78.048,169.008,29.86432927
12080.448,-78.048,168.989,30.03719512
12141.792,-78.049,168.97,30.16615854
12204.864,-78.049,168.951,30.33018293
12267.072,-78.05,168.931,30.49390243
12331.008,-78.05,168.905,30.67835366
12392.352,-78.051,168.882,30.81097561
12456.288,-78.051,168.86,30.9304878
12519.36,-78.051,168.838,30.96463415
12579.84,-78.05,168.808,31.06371951
12642.912,-78.049,168.781,31.1847561
12705.984,-78.049,168.755,31.3445122
12769.056,-78.05,168.73,31.5222561
12830.4,-78.051,168.71,31.71890243
12892.608,-78.052,168.689,31.7820122
12957.408,-78.052,168.67,31.85243902
13017.888,-78.053,168.651,31.95426829
13081.824,-78.053,168.629,32.10914634
13144.032,-78.054,168.596,32.2972561
13201.92,-78.054,168.571,32.39664634
13265.856,-78.056,168.545,32.45365854
13327.2,-78.057,168.522,32.55457317
13390.272,-78.059,168.496,32.75182927
13453.344,-78.06,168.473,32.90487805
13513.824,-78.06,168.45,32.97926829
13545.792,-78.06,168.439,32.98658537
13608.864,-78.059,168.416,33.0097561
13695.264,-78.059,168.375,33.23628049
13756.608,-78.059,168.352,33.44695122
13789.44,-78.06,168.341,33.52926829
13879.296,-78.063,168.307,33.58353659
13939.776,-78.064,168.289,33.57743902
13999.392,-78.065,168.272,33.68567073
14059.008,-78.064,168.245,33.95304878
14120.352,-78.062,168.219,34.08414634
14181.696,-78.06,168.192,34.0945122
14242.176,-78.058,168.166,34.10518293
14300.928,-78.056,168.139,34.20945122
14359.68,-78.054,168.11,34.40609756
14420.16,-78.053,168.075,34.6277439
14482.368,-78.052,168.044,34.71067073
14541.12,-78.052,168.013,34.68963415
14599.008,-78.053,167.98,34.70213415
14653.44,-78.053,167.939,34.8652439
14738.112,-78.053,167.891,35.07682927
14794.272,-78.052,167.86,35.14390243
14848.704,-78.051,167.828,35.17713415
14905.728,-78.05,167.785,35.24603659
14961.888,-78.049,167.753,35.36402439
15045.696,-78.049,167.707,35.56128049
15074.208,-78.049,167.689,35.66463415
15131.232,-78.052,167.639,35.64115854
15214.176,-78.055,167.576,35.56890243
15271.2,-78.057,167.533,35.67957317
15325.632,-78.058,167.493,35.82865854
15412.032,-78.061,167.427,35.97317073
15467.328,-78.062,167.393,35.98384146
15524.352,-78.063,167.361,36.01310976
15554.592,-78.063,167.346,36.05853659
15613.344,-78.066,167.312,36.26554878
15704.928,-78.069,167.275,36.47317073
15763.68,-78.072,167.251,36.5
15824.16,-78.073,167.226,36.5847561
15883.776,-78.075,167.192,36.69908537
15914.016,-78.076,167.178,36.7570122
16004.736,-78.077,167.132,36.83292683
16033.248,-78.077,167.115,36.83871951
16124.832,-78.079,167.066,36.9652439
16185.312,-78.08,167.026,37.06615854
16244.064,-78.08,166.992,37.16341463
16305.408,-78.081,166.955,37.21768293
16333.056,-78.081,166.936,37.23597561
16453.152,-78.081,166.842,37.35487805
16512.768,-78.081,166.794,37.35731707
16574.112,-78.081,166.745,37.34634146
16633.728,-78.082,166.693,37.39542683
16694.208,-78.082,166.628,37.54786585
16753.824,-78.084,166.575,37.71158537
16814.304,-78.086,166.52,37.7929878
16873.92,-78.09,166.466,37.7554878
16935.264,-78.094,166.399,37.73810976
16994.016,-78.099,166.346,37.80853659
17055.36,-78.103,166.294,37.91036585
17114.976,-78.11,166.238,38.06158537
17174.592,-78.115,166.201,38.11158537
17203.968,-78.118,166.185,38.11189024
17504.64,-78.148,166.029,38.57987805
17593.632,-78.153,166.003,38.62987805
17655.84,-78.157,165.985,38.56707317
17713.728,-78.161,165.972,38.5777439
17744.832,-78.162,165.965,38.61280487
17834.688,-78.166,165.947,38.84786585
17895.168,-78.168,165.924,39.08536585
17954.784,-78.168,165.896,39.21097561
18043.776,-78.167,165.837,39.16097561
18105.12,-78.167,165.802,39.07957317
18163.872,-78.166,165.762,39.11432927
18225.216,-78.165,165.726,39.27195122
18254.592,-78.165,165.705,39.44512195
18345.312,-78.165,165.636,39.42256098
18404.064,-78.165,165.573,39.33993902
18465.408,-78.165,165.521,39.32560976
18587.232,-78.166,165.419,39.53963415
18644.256,-78.167,165.375,39.60884146
18704.736,-78.169,165.335,39.56859756
18766.944,-78.172,165.285,39.51920732
18828.288,-78.175,165.243,39.54542683
18892.224,-78.178,165.203,39.6347561
18954.432,-78.181,165.156,39.72804878
19016.64,-78.185,165.121,39.6902439
19077.984,-78.188,165.087,39.637
19141.056,-78.191,165.055,39.65213415
19203.264,-78.195,165.013,39.75335366
19264.608,-78.197,164.98,39.84054878
19297.44,-78.198,164.963,39.87317073
19488.384,-78.208,164.839,39.82073171
19548.864,-78.211,164.807,39.90487805
19612.8,-78.214,164.774,39.95182927
19675.008,-78.217,164.741,39.86615854
19738.944,-78.22,164.71,39.74268293
19800.288,-78.223,164.672,39.7
19864.224,-78.226,164.641,39.82256098
19926.432,-78.228,164.61,39.90396341
19988.64,-78.231,164.576,39.93414634
20050.848,-78.233,164.533,39.85640243
20114.784,-78.235,164.499,39.78993902
20176.128,-78.238,164.467,39.79176829
20207.232,-78.239,164.45,39.81006098
20302.272,-78.242,164.393,39.90609756
20365.344,-78.244,164.359,39.9472561
20429.28,-78.246,164.323,39.92347561
20493.216,-78.248,164.289,39.88079268
20524.32,-78.25,164.272,39.87286585
20587.392,-78.252,164.238,39.88445122
20651.328,-78.255,164.197,39.91890243
20710.944,-78.257,164.165,39.94054878
20742.912,-78.258,164.149,39.94756098
20832.768,-78.262,164.102,39.93993902
20894.112,-78.264,164.062,39.88871951
20977.92,-78.267,164.014,39.83414634
21033.216,-78.269,163.982,39.84512195
21090.24,-78.272,163.943,39.90579268
21142.944,-78.273,163.908,39.96432927
21200.832,-78.275,163.874,39.9597561
21283.776,-78.278,163.824,39.84695122
21340.8,-78.28,163.784,39.76859756
21396.096,-78.282,163.752,39.7777439
21423.744,-78.283,163.736,39.80304878
21510.144,-78.286,163.686,39.90243902
21593.088,-78.288,163.635,39.8722561
21648.384,-78.29,163.594,39.77926829
21703.68,-78.292,163.562,39.74207317
21765.024,-78.293,163.529,39.77164634
21796.128,-78.294,163.513,39.80152439
21885.12,-78.297,163.454,39.88597561
21944.736,-78.298,163.419,39.84054878
22005.216,-78.299,163.386,39.80335366
22064.832,-78.301,163.347,39.76219512
22126.176,-78.302,163.315,39.78414634
22192.704,-78.304,163.279,39.83109756
22254.048,-78.305,163.245,39.87134146
22313.664,-78.306,163.213,39.85609756
22372.416,-78.308,163.173,39.78963415
22432.032,-78.31,163.142,39.76463415
22463.136,-78.311,163.127,39.77
22552.128,-78.314,163.08,39.86890243
22614.336,-78.316,163.04,39.90060976
22672.224,-78.318,163.006,39.85121951
22732.704,-78.32,162.973,39.78506098
22762.944,-78.32,162.958,39.7679878
22852.8,-78.323,162.911,39.83719512
22914.144,-78.325,162.878,39.88292683
22972.032,-78.327,162.839,39.90609756
23033.376,-78.329,162.807,39.86646341
23124.096,-78.332,162.759,39.812
23244.192,-78.337,162.688,39
23302.08,-78.338,162.655,39.93384146
23364.288,-78.34,162.622,39.91554878
23423.04,-78.342,162.588,39.8695122
23484.384,-78.344,162.547,39.84176829
23543.136,-78.346,162.517,39.86219512
23603.616,-78.348,162.485,39.90731707
23663.232,-78.35,162.444,39.9472561
23723.712,-78.351,162.408,39.9304878
23784.192,-78.353,162.374,39.88993902
23842.944,-78.354,162.343,39.86280487
23900.832,-78.356,162.31,39.86341463
23962.176,-78.358,162.269,39.91402439
24020.064,-78.36,162.235,39.97042683
24081.408,-78.362,162.201,39.98231707
24141.024,-78.363,162.166,39.92
24200.64,-78.366,162.127,39.8277439
24260.256,-78.368,162.096,39.78262195
24320.736,-78.37,162.068,39
24380.352,-78.372,162.039,39.8554878
24440.832,-78.374,162.008,39.91829268
24503.904,-78.377,161.971,39.94878049
24566.112,-78.379,161.941,39.92164634
24630.048,-78.382,161.909,39.86829268
24686.208,-78.384,161.874,39.8304878
24750.144,-78.386,161.842,39.83567073
24810.624,-78.388,161.81,39.8652439
24875.424,-78.389,161.778,39.89603659
24936.768,-78.391,161.738,39.91463415
24967.872,-78.392,161.723,39.91463415
25030.944,-78.394,161.689,39.90213415
25094.016,-78.396,161.657,39.88323171
25184.736,-78.399,161.599,39.87012195
25248.672,-78.4,161.566,39.8820122
25310.88,-78.402,161.533,39.89420732
25373.952,-78.403,161.501,39.88810976
25436.16,-78.406,161.463,39.87195122
25499.232,-78.407,161.431,39.87134146
25562.304,-78.409,161.398,39.89512195
25622.784,-78.411,161.364,39.91402439
25686.72,-78.413,161.332,39.89939024
25748.928,-78.416,161.294,39.8472561
25812,-78.417,161.264,39.81554878
25874.208,-78.419,161.235,39.82408537
25906.176,-78.42,161.221,39.86676829
25969.248,-78.423,161.183,39.90335366
26061.696,-78.426,161.136,39.92987805
26092.8,-78.427,161.121,39.91890243
26180.064,-78.43,161.074,39.87042683
26241.408,-78.432,161.037,39.85091463
26302.752,-78.434,161.008,39.84908537
26365.824,-78.436,160.981,39.86280487
26422.848,-78.438,160.953,39.89817073
26484.192,-78.44,160.916,39.96006098
26544.672,-78.443,160.884,39.96463415
26604.288,-78.445,160.854,39.91310976
26633.664,-78.446,160.84,39.86585366
26722.656,-78.449,160.797,39.8304878
26783.136,-78.451,160.769,39.86280487
26843.616,-78.453,160.735,39.94542683
26903.232,-78.456,160.706,39.987
26965.44,-78.458,160.677,39.96280487
27025.92,-78.46,160.648,39.88780487
27083.808,-78.463,160.611,39.80823171
27113.184,-78.464,160.597,39.79573171
27202.176,-78.467,160.553,39.82469512
27262.656,-78.469,160.524,39.87164634
27324,-78.472,160.495,39.91737805
27382.752,-78.474,160.458,39.9222561
27443.232,-78.477,160.427,39.87103659
27505.44,-78.479,160.397,39.80335366
27565.056,-78.481,160.367,39.76920732
27653.184,-78.485,160.317,39.82134146
27712.8,-78.487,160.288,39.86676829
27774.144,-78.489,160.259,39.88170732
27830.304,-78.492,160.23,39.87530487
27884.736,-78.494,160.201,39.86463415
27939.168,-78.498,160.163,39.86189024
27997.056,-78.5,160.134,39.8554878
28079.136,-78.503,160.089,39.81737805
28137.024,-78.506,160.051,39.79847561
28192.32,-78.508,160.02,39.82042683
28247.616,-78.51,159.989,39.86676829
28302.912,-78.513,159.959,39.89237805
28360.8,-78.515,159.921,39.86554878
28446.336,-78.518,159.876,39.81341463
28472.256,-78.519,159.861,39.80853659
28557.792,-78.523,159.816,39.83292683
28613.088,-78.526,159.778,39.86463415
28670.112,-78.528,159.748,39.87560976
28727.136,-78.531,159.717,39.87469512
28786.752,-78.533,159.688,39.87012195
28855.008,-78.536,159.654,39.86036585
28913.76,-78.54,159.617,39.8527439
28975.104,-78.542,159.587,39.85182927
29032.992,-78.544,159.558,39.862
29095.2,-78.546,159.53,39.8804878
29153.088,-78.549,159.494,39.90243902
29243.808,-78.552,159.449,39.91890243
29305.152,-78.554,159.419,39.92103659
29363.904,-78.556,159.381,39.91371951
29425.248,-78.558,159.349,39.90091463
29484,-78.56,159.319,39.8929878
29545.344,-78.562,159.289,39.89847561
29574.72,-78.563,159.274,39.9070122
29663.712,-78.567,159.221,39.94329268
29725.056,-78.569,159.19,39.9402439
29782.944,-78.571,159.159,39.91829268
29845.152,-78.573,159.128,39.89756098
29904.768,-78.576,159.091,39.89664634
29962.656,-78.578,159.062,39.91432927
29993.76,-78.579,159.046,39.92835366
30085.344,-78.582,159.001,39.95365854
30116.448,-78.583,158.986,39.94969512
30180.384,-78.586,158.949,39.92317073
30272.832,-78.59,158.902,39.89786585
30335.904,-78.592,158.871,39.9027439
30398.112,-78.594,158.841,39.9222561
30462.048,-78.597,158.81,39.94085366
30523.392,-78.6,158.771,39.93079268
30587.328,-78.602,158.741,39.90365854
30648.672,-78.604,158.713,39.88932927
30710.88,-78.606,158.685,39.9027439
30741.984,-78.607,158.664,39.92469512
30805.92,-78.61,158.636,39.95121951
30868.128,-78.612,158.607,39.95213415
30899.232,-78.613,158.592,39.94359756
30961.44,-78.615,158.562,39.92743902
31055.616,-78.619,158.51,39.93689024
31086.72,-78.62,158.496,39.94237805
31180.896,-78.624,158.453,39.94237805
31243.968,-78.626,158.424,39.93445122
31306.176,-78.63,158.388,39.93932927
31369.248,-78.632,158.361,39.94847561
31432.32,-78.635,158.333,39.94908537
31492.8,-78.637,158.305,39.94420732
31556.736,-78.64,158.27,39.94268293
31618.944,-78.642,158.242,39.94817073
31677.696,-78.644,158.215,39.94939024
31737.312,-78.646,158.185,39.94329268
31800.384,-78.649,158.149,39.9402439
31858.272,-78.652,158.118,39.95030487
31917.888,-78.654,158.09,39.96189024
31947.264,-78.655,158.076,39.9679878
32055.264,-78.659,158.018,39.97378049
32109.696,-78.661,157.982,39.95091463
32175.36,-78.664,157.951,39.92804878
32229.792,-78.667,157.923,39.92439024
32286.816,-78.669,157.896,39.94115854
32342.976,-78.672,157.861,39.94756098
32426.784,-78.676,157.819,39.90518293
32483.808,-78.679,157.791,39.88993902
32539.104,-78.682,157.765,39.9097561
32596.128,-78.685,157.733,39.93719512
32652.288,-78.688,157.708,39.92957317
32708.448,-78.691,157.682,39.91158537
32792.256,-78.695,157.645,39.92621951
32849.28,-78.699,157.613,39.95792683
32908.896,-78.701,157.588,39.96310976
32967.648,-78.704,157.563,39.95518293
33028.992,-78.707,157.538,39.94908537
33060.096,-78.71,157.518,39.96097561
33148.224,-78.714,157.48,39.97530487
33180.192,-78.716,157.466,39.98445122
33270.048,-78.72,157.428,39.98445122
33327.936,-78.724,157.396,39.95792683
33391.008,-78.727,157.371,39.94939024
33448.032,-78.73,157.344,39.97073171
33511.104,-78.733,157.317,39.99115854
33569.856,-78.735,157.29,39.99786585
33631.2,-78.739,157.257,39.9527439
33658.848,-78.74,157.243,39.92865854
33751.296,-78.744,157.203,39.90304878
33810.048,-78.746,157.177,39.9554878
33869.664,-78.749,157.143,39.9722561
33930.144,-78.751,157.115,39.94542683
33989.76,-78.754,157.087,39.89634146
34050.24,-78.756,157.06,39.87835366
34140.096,-78.761,157.013,39.92134146
34199.712,-78.764,156.986,39.92560976
34259.328,-78.766,156.959,39.9027439
34318.944,-78.769,156.932,39.88445122
34380.288,-78.772,156.899,39.89664634
34439.904,-78.775,156.873,39.91676829
34471.008,-78.776,156.86,39.92286585
34559.136,-78.78,156.819,39.90518293
34619.616,-78.783,156.785,39.88140243
34679.232,-78.785,156.759,39.88018293
34739.712,-78.787,156.731,39.8929878
34799.328,-78.79,156.702,39.90640243
34858.944,-78.792,156.673,39.90792683
34921.152,-78.795,156.645,39.8902439
34978.176,-78.797,156.61,39.85579268
35041.248,-78.8,156.582,39.8429878
35099.136,-78.802,156.554,39.85030487
35158.752,-78.805,156.518,39.862
35219.232,-78.807,156.49,39.85396341
35281.44,-78.809,156.461,39.83323171
35340.192,-78.811,156.433,39.81768293
35400.672,-78.813,156.397,39.82926829
35460.288,-78.815,156.368,39.85091463
35518.176,-78.817,156.338,39.85121951
35580.384,-78.819,156.31,39.8222561
35670.24,-78.821,156.275,39.77378049
35728.992,-78.823,156.233,39.78993902
35790.336,-78.825,156.205,39.82469512
35849.088,-78.827,156.177,39.84542683
35911.296,-78.83,156.141,39.82439024
35970.048,-78.832,156.11,39.79207317
36028.8,-78.833,156.081,39.78628049
36091.008,-78.835,156.051,39.80762195
36149.76,-78.836,156.022,39.83170732
36210.24,-78.838,155.986,39.82591463
36269.856,-78.84,155.956,39.7945122
36331.2,-78.842,155.928,39.76737805
36359.712,-78.843,155.914,39.76707317
36448.704,-78.845,155.866,39.79146341
36510.912,-78.847,155.837,39.8054878
36569.664,-78.849,155.811,39.8070122
36630.144,-78.85,155.783,39.8027439
36688.896,-78.852,155.748,39.80670732
36749.376,-78.854,155.72,39.81402439
36779.616,-78.855,155.706,39.8179878
36870.336,-78.857,155.664,39.83292683
36899.712,-78.858,155.651,39.83993902
36988.704,-78.861,155.603,39.86280487
37050.048,-78.862,155.576,39.85396341
37109.664,-78.864,155.551,39.84634146
37200.384,-78.868,155.508,39.85792683
37260,-78.87,155.484,39.88231707
37319.616,-78.872,155.46,39.88780487
37380.96,-78.875,155.436,39.86707317
37439.712,-78.877,155.406,39.8429878
37470.816,-78.879,155.394,39.84329268
37559.808,-78.882,155.359,39.86493902
37620.288,-78.884,155.336,39.87042683
37679.904,-78.887,155.306,39.85396341
37741.248,-78.889,155.282,39.84268293
37800.864,-78.891,155.257,39.84756098
37859.616,-78.894,155.232,39.86036585
37920.096,-78.896,155.206,39.862
38040.192,-78.901,155.15,39.8570122
38100.672,-78.903,155.124,39.87560976
38130.048,-78.904,155.111,39.89237805
38219.904,-78.907,155.065,39.88170732
38282.112,-78.909,155.038,39.86371951
38340,-78.911,155.012,39.86585366
38401.344,-78.913,154.986,39.88841463
38460.096,-78.915,154.959,39.90670732
38519.712,-78.917,154.926,39.88658537
38581.056,-78.919,154.899,39.85914634
38638.944,-78.92,154.871,39.85243902
38702.016,-78.922,154.843,39.87286585
38759.904,-78.923,154.813,39.90091463
38842.848,-78.925,154.766,39.88109756
38904.192,-78.926,154.736,39.86341463
38962.944,-78.928,154.705,39.86006098
39024.288,-78.929,154.676,39.87865854
39082.176,-78.931,154.639,39.89329268
39144.384,-78.932,154.609,39.88079268
39202.272,-78.933,154.581,39.85731707
39325.824,-78.936,154.514,39.88353659
39382.848,-78.937,154.484,39.90457317
39443.328,-78.938,154.455,39.90152439
39502.08,-78.939,154.417,39.87134146
39563.424,-78.94,154.385,39.85426829
39623.904,-78.941,154.353,39.86890243
39682.656,-78.942,154.321,39.90792683
39744,-78.943,154.29,39.93780487
39803.616,-78.944,154.252,39.93018293
39891.744,-78.945,154.205,39.90609756
39922.848,-78.945,154.19,39.91432927
40012.704,-78.946,154.142,39.94664634
40074.048,-78.948,154.1,39.95579268
40132.8,-78.949,154.067,39.93384146
40194.144,-78.95,154.035,39.91493902
40253.76,-78.951,154.002,39.91554878
40313.376,-78.952,153.963,39.93292683
40373.856,-78.953,153.932,39.93445122
40432.608,-78.954,153.9,39.9222561
40493.952,-78.955,153.869,39.91006098
40554.432,-78.956,153.836,39.9054878
40612.32,-78.958,153.805,39.90579268
40643.424,-78.959,153.782,39.90365854
40733.28,-78.961,153.737,39.88658537
40792.032,-78.962,153.707,39.87682927
40854.24,-78.963,153.678,39.87621951
40913.856,-78.965,153.642,39.88536585
40977.792,-78.966,153.612,39.88871951
41040,-78.967,153.582,39.87957317
41101.344,-78.969,153.552,39.86280487
41165.28,-78.97,153.522,39.85152439
41234.4,-78.971,153.482,39.85792683
41296.608,-78.972,153.453,39.86981707
41358.816,-78.974,153.424,39.87652439
41421.888,-78.975,153.385,39.87682927
41484.096,-78.976,153.352,39.87987805
41516.064,-78.976,153.337,39.88384146
41577.408,-78.977,153.305,39.88780487
41641.344,-78.978,153.274,39.88231707
41702.688,-78.979,153.236,39.85945122
41766.624,-78.98,153.205,39.84268293
41827.968,-78.981,153.175,39.84786585
41891.04,-78.983,153.144,39.8902439
41949.792,-78.984,153.108,39.90670732
42013.728,-78.986,153.077,39.90426829
42075.936,-78.987,153.047,39.88536585
42139.872,-78.988,153.016,39.86646341
42170.976,-78.989,152.993,39.86981707
42238.368,-78.992,152.932,39.8695122
42333.408,-78.995,152.884,39.86402439
42362.784,-78.995,152.868,39.86310976
42426.72,-78.996,152.838,39.86646341
42511.392,-78.998,152.787,39.87926829
42568.416,-79,152.756,39.87926829
42628.032,-79.001,152.726,39.87957317
42686.784,-79.002,152.697,39.887
42748.128,-79.004,152.66,39.91371951
42806.88,-79.005,152.631,39.92987805
42868.224,-79.006,152.603,39.93353659
42928.704,-79.007,152.574,39.92
42986.592,-79.008,152.539,39.91493902
43017.696,-79.008,152.525,39.91158537
43197.408,-79.012,152.434,39.912
43316.64,-79.014,152.374,39.91097561
43377.984,-79.015,152.342,39.90853659
43437.6,-79.016,152.312,39.91432927
43497.216,-79.017,152.277,39.92743902
43557.696,-79.018,152.249,39.93079268
43617.312,-79.018,152.221,39.92378049
43677.792,-79.019,152.184,39.90945122
43738.272,-79.02,152.153,39.90518293
43766.784,-79.021,152.138,39.90792683
43858.368,-79.022,152.093,39.92560976
43917.12,-79.023,152.063,39.93292683
43977.6,-79.025,152.026,39.92987805
44038.08,-79.026,151.997,39.92134146
44096.832,-79.027,151.967,39.91128049
44157.312,-79.028,151.937,39.89695122
